,bab,ayat,jawa,indo
47,Bilangan 1,47,"Nanging wong-wong kang kalebu turune Lewi, iku anggone kacacahake ora awor karo wong-wong iku,","Tetapi mereka yang menurut suku bapa leluhurnya termasuk orang Lewi, tidak turut dicatat bersama-sama dengan mereka itu."
48,Bilangan 1,48,"marga Nabi Musa wus kapangandikanan dening Pangeran Yehuwah, mangkene:",Sebab TUHAN telah berfirman kepada Musa:
49,Bilangan 1,49,"“Mung taler Lewi iku aja sira catheti lan aja sira etung cacahe bebarengan karo wong Israel,","""Hanya suku Lewi janganlah kaucatat dan janganlah kauhitung jumlahnya bersama-sama dengan orang Israel,"
50,Bilangan 1,50,"nanging iku padha kapataha rumeksa Tarub Suci, panggonan angger-angger dalah prabot lan sapirantine kabeh; padha nggotonga Tarub Suci dalah sapirantine; sarta padha leladia ana ing kono, karodene anggone makuwon anaa ing saubenge.","tetapi tugaskanlah mereka untuk mengawasi Kemah Suci, tempat hukum Allah dengan segala perabotan dan perlengkapannya; mereka harus mengangkat Kemah Suci dengan segala perabotannya; mereka harus mengurusnya dan harus berkemah di sekelilingnya."
51,Bilangan 1,51,"Samangsa Tarub Suci mangkat, wong Lewi kang kudu ngrucati, lan samangsa leren, wong Lewi kang kudu ngadegake; manawa ana wong lumrah kang nyedhaki, kaukuma pati.","Apabila berangkat, Kemah Suci harus dibongkar oleh orang Lewi, dan apabila berkemah, Kemah Suci harus dipasang oleh mereka; sedang orang awam yang mendekat harus dihukum mati."
52,Bilangan 1,52,"Wong Israel samangsa padha lereb, siji-sijine manggona ing tarube dhewe-dhewe, cedhak karo panji-panjine, miturut golongane,","Orang Israel haruslah berkemah masing-masing di tempat perkemahannya dan masing-masing dekat panji-panjinya, menurut pasukan mereka,"
53,Bilangan 1,53,"nanging wong Lewi kudu lereb ing saubenge Tarub Suci panggonaning angger-anggere Gusti Allah, supaya umat Israel aja nganti kena ing bebendu; wong Lewi kudu rumeksa marang Tarub Suci, panggonaning angger-angger iku.”","tetapi orang Lewi haruslah berkemah di sekeliling Kemah Suci, tempat hukum Allah supaya umat Israel jangan kena murka; orang Lewi haruslah memelihara Kemah Suci, tempat hukum itu."""
54,Bilangan 1,54,"Anadene wong Israel iya padha nglakoni kaya mangkono; ngetrepi kang kadhawuhake dening Pangeran Yehuwah marang Nabi Musa, iku diestokake kabeh.","Maka orang Israel berbuat demikian; tepat seperti yang diperintahkan TUHAN kepada Musa, demikianlah diperbuat mereka."
55,Bilangan 2,0,Suku-suku Israel padha diprenahake anggone makuwon,Suku-suku Israel ditunjuk tempat perkemahannya
56,Bilangan 2,1,Pangeran Yehuwah ngandika marang Nabi Musa lan Rama Harun:,TUHAN berfirman kepada Musa dan Harun:
57,Bilangan 2,2,"“Wong Israel anggone lereb iku padha nyedhakana panji-panjine, mituruta tetengering suku-sukune. Anggone lereb iku anaa ing saubenge Tarub Pasewakan kapara adoh.","""Orang Israel harus berkemah masing-masing dekat panji-panjinya, menurut lambang suku-sukunya. Mereka harus berkemah di sekeliling Kemah Pertemuan, agak jauh dari padanya."
58,Bilangan 2,3,"Kang lereb ana ing sisih wetan, cedhak karo panji-panjine, iku bani Yehuda, miturut golongane; kang dadi pemimpine bani Yehuda: Nahason bin Aminadhab.","Yang berkemah di sebelah timur dekat panji-panjinya, ialah laskar Yehuda, menurut pasukan-pasukan mereka. Pemimpin bani Yehuda ialah Nahason bin Aminadab."
59,Bilangan 2,4,Balane kang kacacahake iku ana pitung puluh papat ewu nem atus.,Pasukannya terdiri dari tujuh puluh empat ribu enam ratus orang yang dicatat.
60,Bilangan 2,5,"Sandhinge iku kang makuwon taler Isakhar, pemimpine bani Isakhar yaiku: Netaneel bin Zuar.",Yang berkemah di dekatnya ialah suku Isakhar. Pemimpin bani Isakhar ialah Netaneel bin Zuar.
61,Bilangan 2,6,Balane kang kacacahake ana seket papat ewu patang atus.,Pasukannya terdiri dari lima puluh empat ribu empat ratus orang yang dicatat.
62,Bilangan 2,7,"Tumuli taler Zebulon, pemimpine bani Zebulon yaiku: Eliab bin Helon.",Kemudian suku Zebulon. Pemimpin bani Zebulon ialah Eliab bin Helon.
63,Bilangan 2,8,Balane kang kacacahake ana seket pitu ewu patang atus.,Pasukannya terdiri dari lima puluh tujuh ribu empat ratus orang yang dicatat.
64,Bilangan 2,9,"Gunggunge bala kang kacacahake ana ing tarube Yehuda, miturut golongane ana satus wolung puluh nem ewu patang atus. Iku samangsa budhal anaa ing ngarep dhewe.",Jumlah orang yang dicatat dalam laskar Yehuda menurut pasukan-pasukan mereka ada seratus delapan puluh enam ribu empat ratus orang. Merekalah yang terdahulu berangkat.
65,Bilangan 2,10,"Panji-panjine taler Ruben ana ing sisih kidul, miturut golongane, kang dadi pemimpine bani Ruben yaiku: Elizur bin Syedeur.","Panji-panji laskar Ruben adalah di sebelah selatan, menurut pasukan-pasukan mereka. Pemimpin bani Ruben ialah Elizur bin Syedeur."
66,Bilangan 2,11,Balane kang kacacahake ana patang puluh nem ewu limang atus.,Pasukannya terdiri dari empat puluh enam ribu lima ratus orang yang dicatat.
67,Bilangan 2,12,"Kang lereb ana ing sandhinge yaiku taler Simeon, kang dadi pemimpine bani Simeon yaiku: Selumiel bin Zurisyadai.",Yang berkemah di dekatnya ialah suku Simeon. Pemimpin bani Simeon ialah Selumiel bin Zurisyadai.
68,Bilangan 2,13,Balane kang kacacahake ana seket sanga ewu telung atus.,Pasukannya terdiri dari lima puluh sembilan ribu tiga ratus orang yang dicatat.
69,Bilangan 2,14,Nuli taler Gad; kang dadi pemimpine taler Gad yaiku: Elyasaf bin Rehuel.,Kemudian suku Gad. Pemimpin bani Gad ialah Elyasaf bin Rehuel.
70,Bilangan 2,15,Balane kang kacacahake ana patang puluh lima ewu nem atus seket.,Pasukannya terdiri dari empat puluh lima ribu enam ratus lima puluh orang yang dicatat.
71,Bilangan 2,16,"Gunggunge kang kacacahake ana ing tarube Ruben, miturut golongane ana satus seket siji ewu patang atus seket. Iku budhale nomer loro.",Jumlah orang yang dicatat dalam laskar Ruben menurut pasukan-pasukan mereka ada seratus lima puluh satu ribu empat ratus lima puluh orang. Merekalah yang nomor dua berangkat.
72,Bilangan 2,17,"Sawuse iku banjur disambung Tarub Pasewakan karo balane bani Lewi ana ing tengah-tengahe bala liya-liyane. Kaya manawa mbeneri lereb, iya mangkono uga samangsa budhalan, siji-sijine ana ing panggonane dhewe-dhewe miturut panji-panjine.","Sesudah itu berangkatlah Kemah Pertemuan dengan laskar orang Lewi, di tengah-tengah laskar yang lain itu. Sama seperti mereka berkemah, demikianlah juga mereka berangkat, masing-masing di tempatnya menurut panji-panji mereka."
73,Bilangan 2,18,"Kang ana ing sisih kulon iku panji-panjine taler Efraim, miturut golongane; kang dadi pemimpine bani Efraim yaiku: Elisama bin Amihud.","Panji-panji laskar Efraim, menurut pasukan-pasukan mereka, adalah di sebelah barat. Pemimpin bani Efraim ialah Elisama bin Amihud."
74,Bilangan 2,19,Balane kang kacacahake ana patang puluh ewu limang atus.,Pasukannya terdiri dari empat puluh ribu lima ratus orang yang dicatat.
75,Bilangan 2,20,"Kang ana ing sandhinge taler Manasye, kang dadi pemimpine bani Manasye yaiku: Gamaliel bin Pedazur.",Di dekatnya ialah suku Manasye. Pemimpin bani Manasye ialah Gamaliel bin Pedazur.
76,Bilangan 2,21,Balane kang kacacahake iku ana telung puluh loro ewu rong atus.,Pasukannya terdiri dari tiga puluh dua ribu dua ratus orang yang dicatat.
77,Bilangan 2,22,"Tumuli taler Benyamin, kang dadi pemimpine taler Benyamin yaiku Abidan bin Gideoni.",Kemudian suku Benyamin. Pemimpin bani Benyamin ialah Abidan bin Gideoni.
78,Bilangan 2,23,Balane kang kacacahake iku ana telung puluh lima ewu patang atus.,Pasukannya terdiri dari tiga puluh lima ribu empat ratus orang yang dicatat.
79,Bilangan 2,24,"Gunggunge kang kacacahake ana ing tarube Efraim, miturut golongane ana satus wolu ewu satus. Iku budhale kang nomer telu.",Jumlah orang yang dicatat dalam laskar Efraim menurut pasukan-pasukan mereka ada seratus delapan ribu seratus orang. Merekalah yang nomor tiga berangkat.
80,Bilangan 2,25,"Kang ana ing sisih lor panji-panjine taler Dhan, miturut golongane, kang dadi pemimpine bani Dhan yaiku: Ahiezer bin Amisyadai.","Panji-panji laskar Dan adalah di sebelah utara, menurut pasukan-pasukan mereka. Pemimpin bani Dan ialah Ahiezer bin Amisyadai."
81,Bilangan 2,26,Balane kang kacacahake iku ana suwidak loro ewu pitung atus.,Pasukannya terdiri dari enam puluh dua ribu tujuh ratus orang yang dicatat.
82,Bilangan 2,27,"Kang lereb ing sacedhake iku taler Asyer, kang dadi pemimpine taler Asyer yaiku: Pagiel bin Okhran.",Yang berkemah di dekatnya ialah suku Asyer. Pemimpin bani Asyer ialah Pagiel bin Okhran.
83,Bilangan 2,28,Balane kang kacacahake iku ana patang puluh siji ewu limang atus.,Pasukannya terdiri dari empat puluh satu ribu lima ratus orang yang dicatat.
84,Bilangan 2,29,"Banjur taler Naftali, kang dadi pemimpine taler Naftali yaiku: Ahira bin Enan.",Kemudian suku Naftali. Pemimpin bani Naftali ialah Ahira bin Enan.
85,Bilangan 2,30,Balane kang kacacahake iku ana seket telu ewu patang atus.,Pasukannya terdiri dari lima puluh tiga ribu empat ratus orang yang dicatat.
86,Bilangan 2,31,"Gunggunge kang kacacahake ana ing tarube Dhan ana satus seket pitu ewu nem atus. Iku budhale anaa ing buri dhewe, miturut panji-panjine.”","Jumlah orang yang dicatat dalam laskar Dan ada seratus lima puluh tujuh ribu enam ratus orang. Merekalah yang terkemudian berangkat, menurut panji-panji mereka."""
87,Bilangan 2,32,Samono mau gunggunge wong Israel kang padha kacacahake miturut taler-talere. Sakehe kang kacacahake ana ing tarub miturut golongane kabeh ana nem atus telu ewu limang atus seket.,Itulah pencatatan orang Israel menurut suku-suku mereka. Jumlah orang yang dicatat dalam laskar-laskar dengan pasukan-pasukannya ada enam ratus tiga ribu lima ratus lima puluh orang.
88,Bilangan 2,33,"Nanging wong Lewi ora kalebu kacacahake bareng karo wong Israel, kaya kang wus dadi dhawuhe Pangeran Yehuwah marang Nabi Musa.","Tetapi orang Lewi tidak turut dicatat bersama-sama dengan orang Israel, seperti yang diperintahkan TUHAN kepada Musa."
89,Bilangan 2,34,"Wong Israel padha nglakoni apa sadhawuhe Pangeran Yehuwah marang Nabi Musa; kaya mangkono anggone padha makuwon miturut panji-panjine, lan uga anggone padha budhalan, siji-sijine miturut gotrahe lan talere.","Maka orang Israel berbuat demikian; tepat seperti yang diperintahkan TUHAN kepada Musa, demikianlah mereka berkemah menurut panji-panji mereka, dan demikianlah mereka berangkat, masing-masing menurut kaumnya dan sukunya."
90,Bilangan 3,0,Bab wong Lewi,Orang Lewi
91,Bilangan 3,1,Iki tedhake Rama Harun lan Nabi Musa ing nalikane Sang Yehuwah ngandika marang Nabi Musa ana ing gunung Sinai.,Inilah keturunan Harun dan Musa pada waktu TUHAN berfirman kepada Musa di gunung Sinai.
92,Bilangan 3,2,"Asmane para putrane Rama Harun, kang pambajeng Nadab, banjur Abihu, Eleazar lan Itamar.","Nama anak-anak Harun, ialah: yang sulung Nadab, kemudian Abihu, Eleazar dan Itamar."
93,Bilangan 3,3,"Iku mau asmane para putrane Rama Harun, imam-imam kang padha kajebadan, lan wus katetepake supaya nindakake kaimaman.","Itulah nama anak-anak Harun, imam-imam yang diurapi, yang telah ditahbiskan untuk memegang jabatan imam."
94,Bilangan 3,4,"Nanging Nadab lan Abihu wus ngajal ana ngarsane Pangeran Yehuwah ana ing pasamunan ing Sinai, nalika padha nyaosake geni kang ora samesthine ana ing ngarsane Sang Yehuwah, sarta padha ora duwe turun. Mulane Eleazar lan Itamar kang nindakake kaimaman nalika Rama Harun, kang rama, isih sugeng.","Tetapi Nadab dan Abihu sudah mati di hadapan TUHAN di padang gurun Sinai, ketika mereka mempersembahkan api yang asing ke hadapan TUHAN. Mereka tidak mempunyai anak. Jadi ketika Harun, ayah mereka, masih hidup, yang memegang jabatan imam ialah Eleazar dan Itamar."
95,Bilangan 3,5,Pangeran Yehuwah ngandika marang Nabi Musa mangkene:,TUHAN berfirman kepada Musa:
96,Bilangan 3,6,"“Taler Lewi padha dhawuhana maju lan ngadhep marang Imam Harun, supaya padha ngladenana.","""Suruhlah suku Lewi mendekat dan menghadap imam Harun, supaya mereka melayani dia."
97,Bilangan 3,7,"Iku padha netepana kuwajibane kang tumrap marang Harun lan kanggo para umat Israel kabeh ana ing ngarepe Tarub Pasewakan, dadi padha nglakoni pagawean kang lumadi marang Tarub Suci.",Mereka harus mengerjakan tugas-tugas bagi Harun dan bagi segenap umat Israel di depan Kemah Pertemuan dan dengan demikian melakukan pekerjaan jabatannya pada Kemah Suci.
98,Bilangan 3,8,"Iku padha rumeksaa marang sakehe pirantine Tarub Pasewakan, sarta padha netepana kuwajibane kang tumrap marang wong Israel, dadi padha nglakoni pagawean kang lumadi marang Tarub Suci.","Mereka harus memelihara segala perabotan Kemah Pertemuan, dan mengerjakan tugas-tugas bagi orang Israel dan dengan demikian melakukan pekerjaan jabatannya pada Kemah Suci."
99,Bilangan 3,9,Wong-wong Lewi iku padha kapasrahna marang Harun lan para anake; saka ing antarane wong Israel wong-wong mau padha kapasrahna babar pisan marang Harun.,Orang Lewi harus kauserahkan kepada Harun dan anak-anaknya; dari antara orang Israel haruslah orang-orang itu diserahkan kepadanya dengan sepenuhnya.
100,Bilangan 3,10,"Dene mungguh Harun lan anak-anake iku sira pataha ngimami, dene wong liya kang nyedhak kaukuma pati.”","Tetapi Harun dan anak-anaknya haruslah kautugaskan untuk memegang jabatannya sebagai imam, sedang orang awam yang mendekat harus dihukum mati."""
101,Bilangan 3,11,Sang Yehuwah ngandika marang Nabi Musa mangkene:,TUHAN berfirman kepada Musa:
102,Bilangan 3,12,"“Lah Ingsun kang mundhut wong Lewi saka ing satengahe wong Israel, kagawe gantine sakehe anake pambarep, kang lair saka ing guwagarba; wong Lewi iku padha dadia kagunganingSun,","""Sesungguhnya, Aku mengambil orang Lewi dari antara orang Israel ganti semua anak sulung mereka, yang terdahulu lahir dari kandungan, supaya orang Lewi menjadi kepunyaan-Ku,"
103,Bilangan 3,13,"awitdene sadhengah anak pambarep iku kagunganingSun. Nalika Ingsun mateni sakehe anak pambarep ing tanah Mesir, nuli sakehe anak pambarep ing Israel padha Sunsengker dadi kagunganingSun; Ingsun iki Yehuwah.”","sebab Akulah yang punya semua anak sulung. Pada waktu Aku membunuh semua anak sulung di tanah Mesir, maka Aku menguduskan bagi-Ku semua anak sulung yang ada pada orang Israel, baik dari manusia maupun dari hewan; semuanya itu kepunyaan-Ku; Akulah TUHAN."""
104,Bilangan 3,14,Pangeran Yehuwah ngandika marang Nabi Musa ana ing pasamunan ing gunung Sinai:,TUHAN berfirman kepada Musa di padang gurun Sinai:
105,Bilangan 3,15,"“Wong bani Lewi iku padha cacahna miturut kula-wangsane lan miturut gotrahe; sakehe kang lanang kang umure sasasi sapandhuwur, iku padha kacacahna kabeh.”","""Catatlah bani Lewi menurut puak-puak dan kaum-kaum mereka; semua laki-laki yang berumur satu bulan ke atas harus kaucatat."""
106,Bilangan 3,16,"Nabi Musa banjur nacahake bani Lewi miturut pangandikane Sang Yehuwah, kaya anggone wus kadhawuhan mau.","Lalu Musa mencatat mereka sesuai dengan titah TUHAN, seperti yang diperintahkan kepadanya."
107,Bilangan 3,17,"Iki asmane para putrane Rama Lewi: Gerson, Kehat lan Merari.","Inilah anak-anak Lewi dengan nama mereka: Gerson, Kehat dan Merari."
108,Bilangan 3,18,Iki asmane putrane Rama Gerson miturut gotrahe: Libni lan Simei.,Inilah nama anak-anak Gerson dan kaum-kaum mereka: Libni dan Simei.
