,bab,ayat,jawa,indo
10,Yunus 1,10,"Wong kabeh dadine padha wedi banget, sarta banjur celathu marang Nabi Yunus: “Sampeyan kok nglampahi makaten?” Anggone ngucap mangkono iku marga wus ngreti, yen Nabi Yunus iku lolos ngedohi pangayunane Sang Yehuwah; awit wus padha dicritani mangkono.","Orang-orang itu menjadi sangat takut, lalu berkata kepadanya: ""Apa yang telah kauperbuat?"" --sebab orang-orang itu mengetahui, bahwa ia melarikan diri, jauh dari hadapan TUHAN. Hal itu telah diberitahukannya kepada mereka."
11,Yunus 1,11,"Karodene pitakone marang Nabi Yunus: “Sampeyan kula punapakaken, supados saganten saged lerem saha boten nempuh dhateng kula sadaya malih, awit sagantenipun saya ageng ombakipun.”","Bertanyalah mereka: ""Akan kami apakan engkau, supaya laut menjadi reda dan tidak menyerang kami lagi, sebab laut semakin bergelora."""
12,Yunus 1,12,"Wangsulane Nabi Yunus: “Kula sampeyan angkat, kacemplungna ing saganten, temah saganten temtu lajeng lerem saha boten nempuh dhateng sampeyan sadaya malih. Margi kula ngretos, anggen sampeyan katempuh ing prahara ageng punika, margi saking kula.”","Sahutnya kepada mereka: ""Angkatlah aku, campakkanlah aku ke dalam laut, maka laut akan menjadi reda dan tidak menyerang kamu lagi. Sebab aku tahu, bahwa karena akulah badai besar ini menyerang kamu."""
13,Yunus 1,13,"Wong-wong nuli padha ndhayungi kanthi ngetog kakuwatan, arep ngener menyang dharat maneh, nanging tanpa gawe, marga sagarane saya nggegirisi anggone nempuh.","Lalu berdayunglah orang-orang itu dengan sekuat tenaga untuk membawa kapal itu kembali ke darat, tetapi mereka tidak sanggup, sebab laut semakin bergelora menyerang mereka."
14,Yunus 1,14,"Ing kono banjur padha nyebut marang Pangeran Yehuwah, unjuke: “Dhuh Yehuwah, mugi-mugi kawula sampun ngantos tiwas pejah margi saking nyawanipun tiyang punika, punapadene sampun ngantos Paduka nempahaken bab punika dhateng kawula sadaya, rah ingkang resik, awitdene Paduka, dhuh Yehuwah, sampun nindakaken punapa ingkang Paduka karsakaken.”","Lalu berserulah mereka kepada TUHAN, katanya: ""Ya TUHAN, janganlah kiranya Engkau biarkan kami binasa karena nyawa orang ini dan janganlah Engkau tanggungkan kepada kami darah orang yang tidak bersalah, sebab Engkau, TUHAN, telah berbuat seperti yang Kaukehendaki."""
15,Yunus 1,15,"Nabi Yunus tumuli diangkat, kacemplungake ing sagara, sagara banjur sirep ora ngamuk maneh.","Kemudian mereka mengangkat Yunus, lalu mencampakkannya ke dalam laut, dan laut berhenti mengamuk."
16,Yunus 1,16,"Awit saka kang mangkono iku wong-wong mau dadi banget wedine marang Sang Yehuwah, sarta padha nyaosake kurban sembelehan konjuk marang Sang Yehuwah, sarta nglairake punagi.","Orang-orang itu menjadi sangat takut kepada TUHAN, lalu mempersembahkan korban sembelihan bagi TUHAN serta mengikrarkan nazar."
17,Yunus 1,17,"Kacarita marga saka panuntuning Yehuwah nuli ana iwak gedhe kang teka lan nguntal marang Nabi Yunus, sarta Nabi Yunus ana ing sajroning wetenge iwak mau lawase telung dina telung bengi.",Maka atas penentuan TUHAN datanglah seekor ikan besar yang menelan Yunus; dan Yunus tinggal di dalam perut ikan itu tiga hari tiga malam lamanya.
18,Yunus 2,0,Nabi Yunus ndedonga ngucap sokur,Doa ucapan syukur Yunus
19,Yunus 2,1,"Ana ing sajroning wetenge iwak iku, Nabi Yunus ndedonga marang Pangeran Yehuwah Allahe,","Berdoalah Yunus kepada TUHAN, Allahnya, dari dalam perut ikan itu,"
20,Yunus 2,2,"unjuke: “Ing salebeting kasisahan, kawula sesambat dhateng Pangeran Yehuwah lajeng inggih dipun sembadani, wonten ing guwa-garbaning pejah kawula nyuwun tulung, Paduka lajeng miyarsakaken swanten kawula.","katanya: ""Dalam kesusahanku aku berseru kepada TUHAN, dan Ia menjawab aku, dari tengah-tengah dunia orang mati aku berteriak, dan Kaudengarkan suaraku."
21,Yunus 2,3,"Kawula sampun Paduka cemplungaken dhateng ing teleng, inggih ing dhasaring samodra, kawula lajeng kakupeng ing ombaking toya, sakathahing alun lan ombak Paduka nasabi badan kawula.","Telah Kaulemparkan aku ke tempat yang dalam, ke pusat lautan, lalu aku terangkum oleh arus air; segala gelora dan gelombang-Mu melingkupi aku."
22,Yunus 2,4,"Ing ngriku unjuk kawula: Kawula sampun kasebrataken saking ing ngarsaning paningal Paduka, punapa kawula badhe saged nyawang malih dhateng padaleman Paduka ingkang suci.",Dan aku berkata: telah terusir aku dari hadapan mata-Mu. Mungkinkah aku memandang lagi bait-Mu yang kudus?
23,Yunus 2,5,"Kawula sampun kinepang ing sakathahing toya ingkang ngancam nyawa kawula, kawula kasasaban ing samodra agung; sirah kawula kagubed-gubed ing lumuting samodra","Segala air telah mengepung aku, mengancam nyawaku; samudera raya merangkum aku; lumut lautan membelit kepalaku"
24,Yunus 2,6,"wonten ing dhasaring redi-redi. Kawula ambles ngantos dumugi ing dhasaring bumi; kawulu kakancingan ing slaraking bumi ing salaminipun; ing nalika punika Paduka lajeng ngentas nyawa kawula saking luwenging pejah, dhuh Yehuwah, Gusti Allah kawula.","di dasar gunung-gunung. Aku tenggelam ke dasar bumi; pintunya terpalang di belakangku untuk selama-lamanya. Ketika itulah Engkau naikkan nyawaku dari dalam liang kubur, ya TUHAN, Allahku."
25,Yunus 2,7,"Nalika nyawa kawula nglumpruk nglemprek wonten ing batos kawula, kawula enget dhateng Pangeran Yehuwah, sarta pandonga kawula sumengka dhateng ing ngarsa Paduka wonten ing padaleman Paduka ingkang suci.","Ketika jiwaku letih lesu di dalam aku, teringatlah aku kepada TUHAN, dan sampailah doaku kepada-Mu, ke dalam bait-Mu yang kudus."
26,Yunus 2,8,Tiyang ingkang sami gondhelan dhateng brahala ingkang tanpa gina punika sami nilar dhateng ingkang ngasihi kanthi setya.,"Mereka yang berpegang teguh pada berhala kesia-siaan, merekalah yang meninggalkan Dia, yang mengasihi mereka dengan setia."
27,Yunus 2,9,"Nanging kawula badhe nyaosi kurban dhateng Paduka kanthi ngucap sokur; punapa ingkang dados punagi kawula, badhe kawula leksanani; kawilujengan punika namung saking Sang Yehuwah!”","Tetapi aku, dengan ucapan syukur akan kupersembahkan korban kepada-Mu; apa yang kunazarkan akan kubayar. Keselamatan adalah dari TUHAN!"""
28,Yunus 2,10,Pangeran Yehuwah banjur dhawuh marang iwak mau lan Yunus banjur kawutahake menyang ing dharatan.,"Lalu berfirmanlah TUHAN kepada ikan itu, dan ikan itupun memuntahkan Yunus ke darat."
29,Yunus 3,0,Tobate kutha Niniwe,Pertobatan Niniwe
30,Yunus 3,1,Nabi Yunus banjur kapangandikanan dening Pangeran Yehuwah kang kaping pindhone:,"Datanglah firman TUHAN kepada Yunus untuk kedua kalinya, demikian:"
31,Yunus 3,2,"“Mangkata, menyanga ing Niniwe, kutha kang gedhe iku lan ngandhakna marang kutha iku, pangandika kang bakal Sunparingake marang sira.”","""Bangunlah, pergilah ke Niniwe, kota yang besar itu, dan sampaikanlah kepadanya seruan yang Kufirmankan kepadamu."""
32,Yunus 3,3,"Nabi Yunus tumuli tata-tata lan banjur mangkat menyang ing Niniwe, cundhuk karo pangandikane Gusti Allah. Anadene Niniwe iku kutha kang gedhene ngedab-edabi, jembare lakon telung dina.","Bersiaplah Yunus, lalu pergi ke Niniwe, sesuai dengan firman Allah. Niniwe adalah sebuah kota yang mengagumkan besarnya, tiga hari perjalanan luasnya."
33,Yunus 3,4,"Nabi Yunus tumuli lumebet ing kutha kono, dohe nganti lakon sadina, banjur nguwuh-uwuh: “Kurang patang puluh dina, Niniwe mesthi bakal kagempur.”","Mulailah Yunus masuk ke dalam kota itu sehari perjalanan jauhnya, lalu berseru: ""Empat puluh hari lagi, maka Niniwe akan ditunggangbalikkan."""
34,Yunus 3,5,"Wong Niniwe iku padha ngandel marang Gusti Allah, mulane tumuli padha ngundhangake puwasa lan manganggo bagor, wiwit kang diwasa tumeka bocah-bocah.","Orang Niniwe percaya kepada Allah, lalu mereka mengumumkan puasa dan mereka, baik orang dewasa maupun anak-anak, mengenakan kain kabung."
35,Yunus 3,6,"Prakara iku bareng kapiyarsa dening Sang Nata ing Niniwe, panjenengane tumuli tedhak saka ing dhampar, ngrucat pangagemaning kaprabon, sarta mangagem bagor tuwin banjur lenggah nglosod ing awu.","Setelah sampai kabar itu kepada raja kota Niniwe, turunlah ia dari singgasananya, ditanggalkannya jubahnya, diselubungkannya kain kabung, lalu duduklah ia di abu."
36,Yunus 3,7,"Atas saka dhawuhe Sang Prabu lan para panggedhene, banjur kaundhangake lan kadhawuhake ana ing Niniwe mangkene: “Manungsa lan sato-kewan, iya sapi lan wedhus, aja ana kang mangan apa-apa, aja ana kang diengon, sarta aja ana kang ngombe banyu.","Lalu atas perintah raja dan para pembesarnya orang memaklumkan dan mengatakan di Niniwe demikian: ""Manusia dan ternak, lembu sapi dan kambing domba tidak boleh makan apa-apa, tidak boleh makan rumput dan tidak boleh minum air."
37,Yunus 3,8,"Manungsa lan sato-kewan kudu padha manganggo bagor, sarta banjur padha sambat-sambata marang Gusti Allah, karo siji-sijine padha mratobata, ninggala pokale kang ala lan mbuwanga tindak panganiaya kang dilakoni.","Haruslah semuanya, manusia dan ternak, berselubung kain kabung dan berseru dengan keras kepada Allah serta haruslah masing-masing berbalik dari tingkah lakunya yang jahat dan dari kekerasan yang dilakukannya."
38,Yunus 3,9,"Sapa ngreti, mbokmanawa Gusti Allah banjur santun panggalihe sarta apiduwung tuwin karsa nyirep bebendune kang mulad-mulad iku, satemah kita ora sida katumpes.”","Siapa tahu, mungkin Allah akan berbalik dan menyesal serta berpaling dari murka-Nya yang bernyala-nyala itu, sehingga kita tidak binasa."""
39,Yunus 3,10,"Bareng Gusti Allah ngudaneni apa kang dilakoni wong-wong mau, yaiku anggone padha mratobat ninggal lakune kang ala, Gusti Allah banjur apiduwung ing bab anggone ngrancang arep ndhawahake bilai marang wong-wong mau, nuli iku diwurungake.","Ketika Allah melihat perbuatan mereka itu, yakni bagaimana mereka berbalik dari tingkah lakunya yang jahat, maka menyesallah Allah karena malapetaka yang telah dirancangkan-Nya terhadap mereka, dan Iapun tidak jadi melakukannya."
