,bab,ayat,jawa,indo
16,Yesaya 1,14,"Pahargyan-pahargyanira sasi anyar lan kumpulan-kumpulanira kang ajeg iku Ingsun sengit mirsani; kabeh iku dadi momotan tumrap Ingsun, Ingsun wus sayah anggoningSun ngrembat.","Perayaan-perayaan bulan barumu dan pertemuan-pertemuanmu yang tetap, Aku benci melihatnya; semuanya itu menjadi beban bagi-Ku, Aku telah payah menanggungnya."
17,Yesaya 1,15,"Manawa sira padha ngegarake tanganira prelu ndedonga, Ingsun bakal nasabi paningalingSun, malah sanadyan sira ndedonga mawali-wali Ingsun ora bakal midhangetake awit tanganira kebak getih.","Apabila kamu menadahkan tanganmu untuk berdoa, Aku akan memalingkan muka-Ku, bahkan sekalipun kamu berkali-kali berdoa, Aku tidak akan mendengarkannya, sebab tanganmu penuh dengan darah."
18,Yesaya 1,16,"Padha wisuha, resikana awakira, edohna panggawenira kang ala saka ing ngarsane paningalingSun. Marenana anggonira gawe piala,","Basuhlah, bersihkanlah dirimu, jauhkanlah perbuatan-perbuatanmu yang jahat dari depan mata-Ku. Berhentilah berbuat jahat,"
19,Yesaya 1,17,"padha sinaua gawe becik ngudia marang kaadilan, ngendhalenana wong kang ambek siya; mbelanana hake para bocah lola, ngembanana prakarane para randha!","belajarlah berbuat baik; usahakanlah keadilan, kendalikanlah orang kejam; belalah hak anak-anak yatim, perjuangkanlah perkara janda-janda!"
20,Yesaya 1,18,"Ayo, kita padha prakaran! -- mangkono pangandikane Sang Yehuwah -- Sanadyan dosanira abang kaya gluga, bakal dadi putih kaya salju; sanadyan rupane abang kaya jarit sumba bakal padha dadi putih kaya wulu wedhus gembel.","Marilah, baiklah kita berperkara! --firman TUHAN--Sekalipun dosamu merah seperti kirmizi, akan menjadi putih seperti salju; sekalipun berwarna merah seperti kain kesumba, akan menjadi putih seperti bulu domba."
21,Yesaya 1,19,"Manawa sira padha mbangun miturut lan gelem ngrungokake, sira bakal padha mangan wuluwetuning nagara iku kang becik.","Jika kamu menurut dan mau mendengar, maka kamu akan memakan hasil baik dari negeri itu."
22,Yesaya 1,20,Nanging manawa sira padha nglawan lan mbalela sira bakal padha kamangsa ing pedhang.” Sanyata iki pangandikane Sang Yehuwah.,"Tetapi jika kamu melawan dan memberontak, maka kamu akan dimakan oleh pedang."" Sungguh, TUHAN yang mengucapkannya."
23,Yesaya 1,0,Paukuman tumrap Yerusalem,Hukuman atas Yerusalem
24,Yesaya 1,21,"Kapriye iki, dene kutha kang biyen setya saiki dadi wanita tunasusila! Maune kebak kaadilan lan tansah kanggonan kabeneran, nanging saiki kebak wong gawe pepati.","Bagaimana ini, kota yang dahulu setia sekarang sudah menjadi sundal! Tadinya penuh keadilan dan di situ selalu diam kebenaran, tetapi sekarang penuh pembunuh."
25,Yesaya 1,22,"Salakamu wus ora tulen maneh, lan anggurmu wus kecampuran banyu.",Perakmu tidak murni lagi dan arakmu bercampur air.
26,Yesaya 1,23,"Para panggedhemu iku padha wong mbalela, lan padha sekuthon karo maling. Kabeh padha seneng tampa besel lan mburu sogok. Ora padha mbelani hake para bocah lola lan prakarane para randha ora lumadi marang wong-wong mau.","Para pemimpinmu adalah pemberontak dan bersekongkol dengan pencuri. Semuanya suka menerima suap dan mengejar sogok. Mereka tidak membela hak anak-anak yatim, dan perkara janda-janda tidak sampai kepada mereka."
27,Yesaya 1,24,"Mulane mangkene pangandikane Pangeran, Sang Yehuwah, Gustine sarwa tumitah, kang Maha-santosa, Pangayomaning Israel: “Lah Ingsun bakal nandukake pamalesingSun marang para wong kang nglawan marang Ingsun lan nandukake piwales marang para mungsuhingSun.","Sebab itu demikianlah firman Tuhan, TUHAN semesta alam, Yang Mahakuat pelindung Israel; ""Ha, Aku akan melampiaskan dendam-Ku kepada para lawan-Ku, dan melakukan pembalasan kepada para musuh-Ku."
28,Yesaya 1,25,"AstaningSun bakal nglawan marang sira Ingsun bakal damel tulening salakanira kalawan landha, sarta bakal nyingkirake sakehing timah saka ing sira.","Aku akan bertindak terhadap engkau: Aku akan memurnikan perakmu dengan garam soda, dan akan menyingkirkan segala timah dari padanya."
29,Yesaya 1,26,"Ingsun bakal mangsulake para hakimira kaya biyen lan para penasehatira kaya ing sakawit. Sawuse mangkono sira bakal kasebut kutha kaadilan, kutha kang setya.”","Aku akan mengembalikan para hakimmu seperti dahulu, dan para penasihatmu seperti semula. Sesudah itu engkau akan disebutkan kota keadilan, kota yang setia."""
30,Yesaya 1,27,Sira bakal Sunluwari kalawan pangadilan lan para wonge kang mratobat bakal Sunluwari kalawan patrap kang bener.,Sion akan Kubebaskan dengan penghakiman yang adil dan orang-orangnya yang bertobat akan Kubebaskan dengan tindakan yang benar.
31,Yesaya 1,28,Nanging para wong kang mbalela lan para wong kang nglakoni dosa bakal kasirnakake bebarengan sarta para wong kang ninggal Sang Yehuwah bakal padha katumpes.,"Tetapi orang-orang yang memberontak dan orang-orang berdosa akan dihancurkan bersama, dan orang-orang yang meninggalkan TUHAN akan habis lenyap."
32,Yesaya 1,29,"Sanyata, sira bakal padha kawirangan marga saka wit-wit elah kang padha sira dhemeni, tuwin sira bakal padha kawirangan marga saka taman-tamaning dewa kang padha sira pilih.","Sungguh, kamu akan mendapat malu karena pohon-pohon keramat yang kamu inginkan; dan kamu akan tersipu-sipu karena taman-taman dewa yang kamu pilih."
33,Yesaya 1,30,"Amarga sira bakal padha kaya wit elah kang alum godhonge, lan kaya pakebonan kang kekurangan banyu.","Sebab kamu akan seperti pohon keramat yang daunnya layu, dan seperti kebun yang kekurangan air."
34,Yesaya 1,31,Wong kang rosa banjur dadi kaya kapas lan panggawene dadi kaya geni sapelik; karo-karone bakal padha kobong bareng sarta ora ana wong kang bisa nyirep.,Maka yang kuat menjadi seolah-olah kapas dan pekerjaannya menjadi seolah-olah bunga api; keduanya menimbulkan api dan tidak ada yang dapat memadamkan.
35,Yesaya 2,0,Sion pusere karajaning katentreman,Sion sebagai pusat kerajaan damai
36,Yesaya 2,1,Pangandika kang kaparingake marang Yesaya putrane Sang Amos bab Yehuda lan Yerusalem.,Firman yang dinyatakan kepada Yesaya bin Amos tentang Yehuda dan Yerusalem.
37,Yesaya 2,2,Ing wekasane jaman bakal kelakon: gunung papan padalemane Sang Yehuwah bakal ngadeg jejeg ing sadhuwure gunung-gunung lan munggul ing sadhuwure tengger-tengger; sakehing bangsa bakal gumrudug mrana,"Akan terjadi pada hari-hari yang terakhir: gunung tempat rumah TUHAN akan berdiri tegak di hulu gunung-gunung dan menjulang tinggi di atas bukit-bukit; segala bangsa akan berduyun-duyun ke sana,"
38,Yesaya 2,3,"lan para suku bangsa akeh kang bakal padha budhalan kalawan ngucap mangkene: “Ayo, kita padha munggah ing gununge Sang Yehuwah, menyang ing padalemane Allahe Rama Yakub, supaya Panjenengane paring piwulang marang kita bab margi-margine lan supaya kita padha lumaku ing kono; amarga saka ing Sion bakal kaparingake piwulang lan pangandikane Sang Yehuwah saka ing Yerusalem.”","dan banyak suku bangsa akan pergi serta berkata: ""Mari, kita naik ke gunung TUHAN, ke rumah Allah Yakub, supaya Ia mengajar kita tentang jalan-jalan-Nya, dan supaya kita berjalan menempuhnya; sebab dari Sion akan keluar pengajaran dan firman TUHAN dari Yerusalem."""
39,Yesaya 2,4,Panjenengane bakal dadi hakim ana ing antarane para bangsa lan bakal ngadili suku bangsa akeh; iku banjur bakal padha nggembleng pedhang-pedhange kadadekake kejen sarta tumbak-tumbake kadadekake arit. Bangsa kang siji ora bakal ngangkat pedhange maneh nglawan bangsa sijine tuwin ora bakal nggladhi perang maneh.,"Ia akan menjadi hakim antara bangsa-bangsa dan akan menjadi wasit bagi banyak suku bangsa; maka mereka akan menempa pedang-pedangnya menjadi mata bajak dan tombak-tombaknya menjadi pisau pemangkas; bangsa tidak akan lagi mengangkat pedang terhadap bangsa, dan mereka tidak akan lagi belajar perang."
40,Yesaya 2,5,He golongan tedhake Rama Yakub ayo kita padha lumaku ing pepadhange Sang Yehuwah!,"Hai kaum keturunan Yakub, mari kita berjalan di dalam terang TUHAN!"
41,Yesaya 2,0,Paukumane Pangeran Yehuwah tumrap kabeh wong kang kumaluhur-luhur,Hukuman TUHAN terhadap semua orang yang meninggikan diri
42,Yesaya 2,6,"Sanyata Paduka sampun mbucal umat Paduka inggih punika golongan tedhakipun Rama Yakub amargi wonten ing pundi-pundi sami nindakaken panenungan kadosdene ingkang tumindak ing tanah Wetan saha sikir kados tiyang Filisti, tuwin kekathahen tiyang bangsa sanes ingkang wonten ing satengahipun.","Sungguh, telah Kaubuang umat-Mu, yakni kaum keturunan Yakub, sebab di mana-mana mereka melakukan tenung seperti yang di Timur dan sihir seperti orang Filistin, dan orang-orang asing di antara mereka terlalu banyak."
43,Yesaya 2,7,Nagarinipun kebak emas tuwin salaka saha raja-brananipun tanpa wicalan; nagarinipun kebak kapal sarta kretanipun tanpa wicalan.,Negerinya penuh emas dan perak dan tak terbatas harta bendanya; negerinya penuh kuda dan tak terbatas jumlah keretanya.
44,Yesaya 2,8,Nagaranipun kebak brahala; tiyang-tiyang wau sami sujud nyembah dhateng dedamelaning tanganipun piyambak lan dhateng ingkang dipun garap dening tanganipun.,Negerinya penuh berhala-berhala; mereka sujud menyembah kepada buatan tangannya sendiri dan kepada yang dikerjakan oleh tangannya.
45,Yesaya 2,9,Kados makaten anggenipun manungsa dipun telukaken saha anggenipun tiyang kaesoraken -- tiyang-tiyang wau mugi sampun kaapunten!,Maka manusia ditundukkan dan orang direndahkan--janganlah ampuni mereka!
46,Yesaya 2,10,Lumebua ing sela-selaning gunung parang lan ndhelika ing rong ing sajroning lemah marga saka pagirise Sang Yehuwah sarta marga saka cahyaning kamulyane!,Masuklah di sela gunung batu dan bersembunyilah di dalam liang tanah terhadap kedahsyatan TUHAN dan terhadap semarak kemegahan-Nya!
47,Yesaya 2,11,"Manungsa kang gumunggung bakal kaesorake lan wong kang angkuh bakal kadhingklukake, sarta mung Pangeran Yehuwah kang mahaluhur ing dina iku.","Manusia yang sombong akan direndahkan, dan orang yang angkuh akan ditundukkan; dan hanya TUHAN sajalah yang maha tinggi pada hari itu."
48,Yesaya 2,12,"Amarga Sang Yehuwah Gustine sarwa tumitah nemtokake dinane anggone bakal ngukum sakehe wong kang kumalungkung lan angkuh sarta ngukum marang sakehing wong kang kumaluhur-luhur, prelu kaesorake;","Sebab TUHAN semesta alam menetapkan suatu hari untuk menghukum semua yang congkak dan angkuh serta menghukum semua yang meninggikan diri, supaya direndahkan;"
49,Yesaya 2,13,"ngukum sakehing wit eres ing Libanon kang tuwuh mandhuwur lan tetep munggul, tuwin ngukum sakehing wit elah ing Basan;","untuk menghukum semua pohon aras di Libanon yang tumbuh meninggi dan tetap menjulang, dan menghukum semua pohon tarbantin di Basan;"
50,Yesaya 2,14,sarta ngukum gunung kang dhuwur-dhuwur lan sakehing tengger kang munggul;,untuk menghukum semua gunung yang tinggi-tinggi dan semua bukit yang menjulang ke atas;
51,Yesaya 2,15,ngukum sakehe menara kang dhuwur-dhuwur lan sakehe baluwarti kang disantosani;,untuk menghukum semua menara yang tinggi-tinggi dan semua tembok yang berkubu;
52,Yesaya 2,16,ngukum sakehe kapal ing Tarsis tuwin sakehe kapal kang endah dhewe.,untuk menghukum semua kapal Tarsis dan semua kapal yang paling indah.
53,Yesaya 2,17,Manungsa kang gumunggung bakal padha kadhingklukake lan wong kang angkuh bakal padha diesorake; amung Pangeran Yehuwah kang mahaluhur ing dina iku.,Manusia yang sombong akan ditundukkan dan orang yang angkuh akan direndahkan; hanya TUHAN sajalah yang maha tinggi pada hari itu.
54,Yesaya 2,18,Dene brahala-brahala bakal sirna babar pisan.,Sedang berhala-berhala akan hilang sama sekali.
55,Yesaya 2,19,"Ing kono wong bakal lumebu ing guwa-guwa ing gunung parang lan ing rong-rong ing sajroning lemah, marga saka pagirising Yehuwah tuwin marga saka cahyaning kamulyane, ing nalika Panjenengane tumindak damel getering bumi.","Maka orang akan masuk ke dalam gua-gua di gunung batu dan ke dalam liang-liang di tanah terhadap kedahsyatan TUHAN dan terhadap semarak kemegahan-Nya, pada waktu Ia bangkit menakut-nakuti bumi."
56,Yesaya 2,20,"Ing dina iku brahala-brahala salaka lan brahala-brahala emas gegaweaning manungsa kang disujudi lan disembah bakal kabuwang kanggo marang tikus lan lawa,","Pada hari itu berhala-berhala perak dan berhala-berhala emas yang dibuat manusia untuk sujud menyembah kepadanya akan dilemparkannya kepada tikus dan kelelawar,"
57,Yesaya 2,21,lan wong mau bakal lumebu ing growongan-growonganing gunung parang tuwin ing sela-selaning tetengger watu marga saka pagirising Sang Yehuwah lan marga saka cahyaning kamulyane; ing nalika Panjenengane jumeneng damel getering bumi.,"dan ia akan masuk ke dalam lekuk-lekuk di gunung batu dan ke dalam celah-celah di bukit batu terhadap kedahsyatan TUHAN dan terhadap semarak kemegahan-Nya, pada waktu Ia bangkit menakut-nakuti bumi."
58,Yesaya 2,22,"Aja padha ngandelake marang manungsa, awit iku ora ngluwihi wetuning napas lan wong iku banjur kena dianggep kayadene apa?","Jangan berharap pada manusia, sebab ia tidak lebih dari pada embusan nafas, dan sebagai apakah ia dapat dianggap?"
59,Yesaya 3,0,Paukumane Pangeran Yehuwah marang wong kang padha nasarake bangsa iku,Hukuman TUHAN terhadap orang-orang yang menyesatkan bangsa itu
60,Yesaya 3,1,"Pangeran, Sang Yehuwah Gustine sarwa tumitah sanyata bakal ngedohake saka Yerusalem lan Yehuda saben wong kang padha dadi andel-andele, sakehe tandhon pangan lan omben-omben:","Maka sesungguhnya Tuhan, TUHAN semesta alam, akan menjauhkan dari Yerusalem dan dari Yehuda setiap orang yang mereka andalkan, segala persediaan makanan dan minuman:"
61,Yesaya 3,2,"Wong prawira lan prajurit, hakim lan nabi, juru tenung lan pinituwa,","pahlawan dan orang perang, hakim dan nabi, petenung dan tua-tua,"
62,Yesaya 3,3,"paneket lan panggedhe, penasehat lan ahli sikir, sarta juru japa-mantra.","perwira dan orang yang terpandang, penasihat dan ahli sihir, dan orang yang paham mantera."
63,Yesaya 3,4,"Ingsun bakal ngangkat para nom-noman Sundadekake pemimpine, lan bocah-bocah kang bakal padha ngereh.","Aku akan mengangkat pemuda-pemuda menjadi pemimpin mereka, dan anak-anak akan memerintah atas mereka."
64,Yesaya 3,5,"Bangsa iku banjur bakal dhesek-dhesekan wong padha lawan-linawan, kang siji nglawan marang sijine; wong enom bakal mampang-mampang marang wong tuwa, wong asor marang wong kang kajen keringan.","Maka bangsa itu akan desak-mendesak, seorang kepada seorang, yang satu kepada yang lain; orang muda akan membentak-bentak terhadap orang tua, orang hina terhadap orang mulia."
65,Yesaya 3,6,"Nganti manawa ana wong kang nggujengi sadulure ana ing omahe bapakne kalawan celathu: “Panjenengan taksih kagungan jubah, mila karsaa dados pemimpin kula sadaya saha jugrugan punika lajeng kakuwaosana,”","Sehingga apabila seorang memegang saudaranya di rumah ayahnya dan berkata: ""Engkau masih mempunyai jubah, jadilah pemimpin kami, dan reruntuhan ini di bawah kuasamu"","
66,Yesaya 3,7,ing nalika iku sadulure nuli bakal mangsuli: “Aku emoh dadi dhokter; ing omahku ora ana roti lan ora ana jubah; aja ngangkat aku dadi pemimpin bangsa.”,"maka pada waktu itu saudaranya akan menjawab: ""Aku tidak mau menjadi tabib; di rumahku tidak ada roti dan tidak ada jubah; janganlah angkat aku menjadi pemimpin bangsa."""
67,Yesaya 3,8,"Yerusalem sanyata wus ambruk lan Yehuda wus rubuh, amarga tembung-tembunge lan panggawene nglawan marang Sang Yehuwah sarta padha nantng marang tingale kang mulya.","Sungguh, Yerusalem telah runtuh dan Yehuda telah rubuh; sebab perkataan mereka dan perbuatan mereka melawan TUHAN dan mereka menantang kemuliaan hadirat-Nya."
68,Yesaya 3,9,"Pasemoning raine mratelakake pialane lan kayadene wong Sodom, padha ngeblakake dosane, ora didhelikake maneh. Bilai wong-wong iku! Amarga padha gawe cilakane awake dhewe.","Air muka mereka menyatakan kejahatan mereka, dan seperti orang Sodom, mereka dengan terang-terangan menyebut-nyebut dosanya, tidak lagi disembunyikannya. Celakalah orang-orang itu! Sebab mereka mendatangkan malapetaka kepada dirinya sendiri."
69,Yesaya 3,10,Pratelakna manawa wong bener iku rahayu! Amarga bakal mangan wohing panggawene.,Katakanlah berbahagia orang benar! Sebab mereka akan memakan hasil pekerjaannya.
70,Yesaya 3,11,"Bilai wong duraka iku! Bakal katempuh ing bilai, amarga bakal dietrapi manut panggawene dhewe.","Celakalah orang fasik! Malapetaka akan menimpanya, sebab mereka akan diperlakukan menurut perbuatannya sendiri."
71,Yesaya 3,12,"Anadene umatingSun, kang nyekel pangwasane bocah-bocah, lan bakal kaereh ing para wong wadon. He umatingSun, para pemimpinira iku padha nasarake sira, lan dalan padha sira ambah iku dikisruhake!","Adapun umat-Ku, penguasa mereka ialah anak-anak, dan perempuan-perempuan memerintah atasnya. Hai umat-Ku, pemimpin-pemimpinmu adalah penyesat, dan jalan yang kamu tempuh mereka kacaukan!"
72,Yesaya 3,13,Pangeran Yehuwah bakal lenggah ngasta pangadilan lan jumeneng prelu ngadili para bangsa.,TUHAN mengambil tempat untuk menuntut dan berdiri untuk mengadili bangsa-bangsa.
73,Yesaya 3,14,"Pangeran Yehuwah tumindak dadi hakim tumrap para pinituwa lan para pemimpining umate: “Sira kang padha ngrusak kebon anggur iku, barang rayahan saka wong kang katindhes ana ing omahira tumpuk-tumpuk.","TUHAN bertindak sebagai hakim atas tua-tua dan pemimpin-pemimpin umat-Nya: ""Kamulah yang memusnahkan kebun anggur itu, barang rampasan dari orang yang tertindas tertumpuk di dalam rumahmu."
74,Yesaya 3,15,"Yagene sira padha niksa umatingSun lan nganiaya para wong kang katindhes?” mangkono pangandikane Gusti Allah, Gustine sarwa tumitah.","Mengapa kamu menyiksa umat-Ku dan menganiaya orang-orang yang tertindas?"" demikianlah firman Tuhan ALLAH semesta alam."
75,Yesaya 3,0,Paukumane Sang Yehuwah tumrap para wanita ing Sion kang kumalungkung,Hukuman TUHAN terhadap wanita-wanita Sion yang sombong
76,Yesaya 3,16,"Pangeran Yehuwah ngandika: Sarehne wanita ing Sion wus padha gumunggung lan padha lumaku kalawan langak-langak gulune tuwin kalawan main mata, sarta lakune digawe-gawe kalawan gelange sikil kang kumrincing,","TUHAN berfirman: Oleh karena wanita Sion telah menjadi sombong dan telah berjalan dengan jenjang leher dan dengan main mata, berjalan dengan dibuat-buat langkahnya dan gemerencing dengan giring-giring kakinya,"
77,Yesaya 3,17,mulane Pangeran bakal ndadosake sirahe wanita Sion padha kebak borok tuwin Pangeran Yehuwah bakal nyukur rambute ing sisihing bathuke.,maka Tuhan akan membuat batu kepala wanita Sion penuh kudis dan TUHAN akan mencukur rambut sebelah dahi mereka.
78,Yesaya 3,18,"Ing nalika iku Pangeran bakal nyingkirake sakehing rerenggane: gelang sikil, jamang lan rembulanan,","Pada waktu itu Tuhan akan menjauhkan segala perhiasan mereka: gelang-gelang kaki, jamang-jamang dan bulan-bulanan;"
79,Yesaya 3,19,"rerenggan kuping, gelang tangan tuwin kudhung,","perhiasan-perhiasan telinga, pontoh-pontoh dan kerudung-kerudung;"
80,Yesaya 3,20,"rerenggan sirah, gelang rante sikil, pending, wadhah wewangen lan jimat-jimat;","perhiasan-perhiasan kepala, gelang-gelang rantai kaki, tali-tali pinggang, tempat-tempat wewangian dan jimat-jimat;"
81,Yesaya 3,21,ali-ali cap lan anting-anting irung;,cincin meterai dan anting-anting hidung;
82,Yesaya 3,22,"sandhangan pesta, jubah, slendhang lan tas;","pakaian-pakaian pesta, jubah-jubah, selendang-selendang dan pundi-pundi;"
83,Yesaya 3,23,"pengilon, kotang lena, sreban lan klambi njaba.","cermin-cermin, baju-baju dalam dari kain lenan, ikat-ikat kepala dan baju-baju luar."
84,Yesaya 3,24,"Ing kono geganda arum bakal disalini kang bacin, pending bakal disalini tali, rambut klabangan disalini gundhul, sandhangan pesta disalini bagor rupa ayu disalini cacad.","Maka sebagai ganti rempah-rempah harum akan ada bau busuk, sebagai ganti ikat pinggang seutas tali, sebagai ganti selampit rambut kepala yang gundul, sebagai ganti pakaian hari raya sehelai kain kabung; dan tanda selar sebagai ganti kemolekan."
85,Yesaya 3,25,"Wong-wongira bakal padha tiwas dening pedhang, lan para pahlawanira marga perang.","Orang-orangmu akan tewas oleh pedang, dan pahlawan-pahlawanmu oleh perang."
86,Yesaya 3,26,"Gapura-gapurane Sion bakal sambat-sambat lan prihatin, sarta kutha iku bakal kaya wong wadon plonthos kang nglosot ing bumi.","Pintu-pintu gerbang Sion akan mengaduh dan berkabung, dan kota itu akan seperti perempuan bulus yang duduk di bumi."
87,Yesaya 4,1,"Ing wektu iku ana wong wadon pitu kang padha nggondheli wong lanang siji, sarta celathu: “Kula sami badhe nedha tetedhan lan mangangge sandhangan kula piyambak; nanging keparenga kula namung ngangge asma panjenengan; panjenengan mugi karsa ngicali kawirangan kula sadaya!”","Pada waktu itu tujuh orang perempuan akan memegang seorang laki-laki, serta berkata: ""Kami akan menanggung makanan dan pakaian kami sendiri; hanya biarlah namamu dilekatkan kepada nama kami; ambillah aib yang ada pada kami!"""
88,Yesaya 4,0,Yerusalem kasucekake lan kaayoman,Yerusalem disucikan dan dilindungi
89,Yesaya 4,2,"Ing nalika iku trubusan kang dithukulake dening Sang Yehuwah bakal dadi kaendahan lan kamulyan, lan pametuning bumi dadi kaagungan lan kamulyan tumrap para wong Israel kang padha bisa oncat.","Pada waktu itu tunas yang ditumbuhkan TUHAN akan menjadi kepermaian dan kemuliaan, dan hasil tanah menjadi kebanggaan dan kehormatan bagi orang-orang Israel yang terluput."
90,Yesaya 4,3,"Lan wong kekarene ing Sion tuwin kang isih ana ing Yerusalem bakal kasebut suci yaiku saben wong ing Yerusalem kang katulisan bakal oleh urip,","Dan orang yang tertinggal di Sion dan yang tersisa di Yerusalem akan disebut kudus, yakni setiap orang di Yerusalem yang tercatat untuk beroleh hidup,"
91,Yesaya 4,4,samangsa Pangeran wus ngresiki reregede putri Sion lan ngicali blentong-blentonge Yerusalem saka ing satengeha kalawan roh kang ngadili lan kang ngobong.,apabila TUHAN telah membersihkan kekotoran puteri Sion dan menghapuskan segala noda darah Yerusalem dari tengah-tengahnya dengan roh yang mengadili dan yang membakar.
