,bab,ayat,jawa,indo
21,Nehemia 2,9,"Mangkono aku dadine nemoni para bupati ing sabranging bengawan Efrat sarta serate Sang Prabu daktampakake. Anadene mangkatku iku, awit saka dhawuhe Sang Nata, nganggo diiringake dening para panggedhening perang, kanthi bala jaranan sawatara.",Maka datanglah aku kepada bupati-bupati di daerah seberang sungai Efrat dan menyerahkan kepada mereka surat-surat raja. Dan raja menyuruh panglima-panglima perang dan orang-orang berkuda menyertai aku.
22,Nehemia 2,10,"Bareng Sanbalat, wong ing Horon lan Tobia, wong Amon, kang dadi abdi, padha krungu bab iku, temah banget anyele atine, amarga ana wong teka kang arep gawe raharjane wong Israel.","Ketika Sanbalat, orang Horon, dan Tobia, orang Amon, pelayan itu, mendengar hal itu, mereka sangat kesal karena ada orang yang datang mengusahakan kesejahteraan orang Israel."
23,Nehemia 2,0,Tekad sumedya mbangun balowartining Yerusalem,Tekad untuk membangun kembali tembok Yerusalem
24,Nehemia 2,11,"Kacarita aku wus tekan ing Yerusalem. Sawuse telung dina ana ing kono,","Maka tibalah aku di Yerusalem. Sesudah tiga hari aku di sana,"
25,Nehemia 2,12,"ing wayah bengi aku tangi karo wong sawatara kang melu aku. Ora ana kang dakkandhani, apa kang diosikake ana ing atiku dening Gusti Allahku tumrap kang bakal daktindakake ana ing Yerusalem, sanadyan kewan iya ora ana kang melu aku kejaba mung kewan kang daktunggangi bae.","bangunlah aku pada malam hari bersama-sama beberapa orang saja yang menyertai aku. Aku tidak beritahukan kepada siapapun rencana yang akan kulakukan untuk Yerusalem, yang diberikan Allahku dalam hatiku. Juga tak ada lain binatang kepadaku kecuali yang kutunggangi."
26,Nehemia 2,13,"Aku banjur metu ing wayah bengi, ngliwati gapura Lebak, ngener ing sendhang Ula Naga lan ing gapura Pawuhan, sarta niti-priksa balowartine Yerusalem kang padha mobrak-mabrik lan gapurane kang padha kaobong nganti entek.","Demikian pada malam hari aku keluar melalui pintu gerbang Lebak, ke jurusan mata air Ular Naga dan pintu gerbang Sampah. Aku menyelidiki dengan seksama tembok-tembok Yerusalem yang telah terbongkar dan pintu-pintu gerbangnya yang habis dimakan api."
27,Nehemia 2,14,"Aku tumuli mbacutake lakuku menyang ing gapura Sendhang lan blumbang Ratu. Sarehne kewan kang daktunggangi ora bisa liwat ing kono,","Lalu aku meneruskan perjalananku ke pintu gerbang Mata Air dan ke kolam Raja. Karena binatang yang kutunggangi tidak dapat lalu di tempat itu,"
28,Nehemia 2,15,aku banjur mlaku munggah metu ing kali asat ing wayah bengi kalawan niti-priksa balowartine kalawan tliti. Aku banjur bali lan lumebu metu ing gapura Lebak. Mangkono dadine aku nuli mulih.,"aku naik ke atas melalui wadi pada malam hari dan menyelidiki dengan seksama tembok itu. Kemudian aku kembali, lalu masuk melalui pintu gerbang Lebak. Demikianlah aku pulang."
29,Nehemia 2,16,"Anadene para panggedhe ora sumurup aku mentas menyang ngendi lan apa kang wus daktindakake, amarga nganti tumeka saprene aku durung kandha apa-apa marang wong Yahudi, dadia marang para imam utawa marang para panggedhe; dadia marang para kang ngasta pangwasa utawa wong liyane kang kaampilan ayahan.","Para penguasa tidak tahu ke mana aku telah pergi dan apa yang telah kulakukan, karena sampai kini aku belum memberitahukan apa-apa kepada orang Yahudi, baik kepada para imam, maupun kepada para pemuka, kepada para penguasa dan para petugas lainnya."
30,Nehemia 2,17,"Ing kono wong-wong iku banjur padha dakkandhani: “Panjenengan sami nguningani ing kasrakatan ingkang kita alami punika, inggih punika bilih Yerusalem dados gempuran lan gapuranipun kabesmi. Milanipun sumangga sami mbangun balowartinipun Yerusalem, supados kita sampun ngantos kalajeng-lajeng dados cacadan malih.”","Berkatalah aku kepada mereka: ""Kamu lihat kemalangan yang kita alami, yakni Yerusalem telah menjadi reruntuhan dan pintu-pintu gerbangnya telah terbakar. Mari, kita bangun kembali tembok Yerusalem, supaya kita tidak lagi dicela."""
31,Nehemia 2,18,"Nalika padha dakkandhani kaya apa anggonku wus diayomi dening Gusti Allahku kang mahamirah, sarta apa kang dadi pangandikane Sang Prabu marang aku, ing kono pangucape: “Inggih sumangga sami tumandang mbangun!” Lan kanthi ngetog kakuwatan anggone padha nglakoni pagawean kang becik iku.","Ketika kuberitahukan kepada mereka, betapa murahnya tangan Allahku yang melindungi aku dan juga apa yang dikatakan raja kepadaku, berkatalah mereka: ""Kami siap untuk membangun!"" Dan dengan sekuat tenaga mereka mulai melakukan pekerjaan yang baik itu."
32,Nehemia 2,19,"Nanging bareng Sanbalat wong ing Horon lan Tobia, wong Amon, kang dadi abdi sarta Gesyem, wong Arab, padha krungu wartane iku, nuli padha moyoki lan ngremehake, pangucape: “Punapa ta kang sami panjenengan tandangi punika? Punapa panjenengan sami sumedya mbalela dhateng Sang Prabu?”","Ketika Sanbalat, orang Horon, dan Tobia, orang Amon, pelayan itu, dan Gesyem, orang Arab, mendengar itu, mereka mengolok-olokkan dan menghina kami. Kata mereka: ""Apa yang kamu lakukan itu? Apa kamu mau berontak terhadap raja?"""
33,Nehemia 2,20,"Aku mangsuli marang wong-wong iku, tembungku: “Gusti Allahipun saindenging langit, inggih Panjenenganipun punika ingkang murugaken kula sami saged ngrampungaken padamelan kula, kula para abdinipun sampun sami samekta mbangun. Nanging panjenengan sami boten kagungan panduman utawi wewenang lan boten badhe dipun engeti wonten ing Yerusalem!”","Aku menjawab mereka, kataku: ""Allah semesta langit, Dialah yang membuat kami berhasil! Kami, hamba-hamba-Nya, telah siap untuk membangun. Tetapi kamu tak punya bagian atau hak dan tidak akan diingat di Yerusalem!"""
34,Nehemia 3,0,Para kang padha mbiyantu mbangun,Pembacaan kitab hukum Hari raya Pondok Daun
35,Nehemia 3,1,"Imam Agung Elyasib nuli tumandang ing gawe kanthi sadherek-sadhereke para imam, padha mbangun gapura Wedhus Gembel, disucekake sarta ditrapi inebe; anggone nucekake nganti tutug ing menara Mea lan menara Hananeel.","Maka bersiaplah imam besar Elyasib dan para imam, saudara-saudaranya, lalu membangun kembali pintu gerbang Domba. Mereka mentahbiskannya dan memasang pintu-pintunya. Mereka mentahbiskannya sampai menara Mea, menara Hananeel."
36,Nehemia 3,2,"Ing sandhinge iku kang padha mbangun wong ing Yerikho, lan ing sandhinge maneh kang mbangun Zakur bin Imri.","Berdekatan dengan mereka orang-orang Yerikho membangun, dan berdekatan dengan orang-orang itu Zakur bin Imri."
37,Nehemia 3,3,"Gapura Iwak kabangun dening bani Senaa, dietrapi dlurung-dlurung, ineb, kancingan lan slarak.",Pintu gerbang Ikan dibangun oleh bani Senaa. Mereka memasang balok-balok lalu memasang pintu-pintunya dengan pengancing-pengancing dan palang-palangnya.
38,Nehemia 3,4,"Ing sandhinge iku kang mbangun Meremot bin Uria bin Hakos, lan ing sandhinge iku kang mbangun Mesulam, bin Berekhya bin Mesezabeel, dene ing sandhinge iku kang mbangun Zadhok, bin Baana,","Berdekatan dengan mereka Meremot bin Uria bin Hakos mengadakan perbaikan, dan berdekatan dengan dia Mesulam bin Berekhya bin Mesezabeel. Berdekatan dengan dia Zadok bin Baana mengadakan perbaikan,"
39,Nehemia 3,5,lan ing sandhinge maneh kang mbangun wong-wong ing Tekoa. Naning para pangarepe padha ora gelem nyangkul pagaweane bendarane.,dan berdekatan dengan dia orang-orang Tekoa. Hanya pemuka-pemuka mereka tidak mau memberi bahunya untuk pekerjaan tuan mereka.
40,Nehemia 3,6,"Gapura Lawas iku kabangun dening Yoyadha bin Paseah lan Mesulam bin Besoja, dietrapi dlurung-dlurung, ineb, kancingan tuwin slarak.",Pintu gerbang Lama diperbaiki oleh Yoyada bin Paseah dan Mesulam bin Besoja. Mereka memasang balok-balok lalu memasang pintu-pintunya dengan pengancing-pengancing dan palang-palangnya.
41,Nehemia 3,7,"Ing sandhinge iku kang padha mbangun Melaca wong ing Gibeon lan Yadon wong ing Meronot, karo wong ing Gibeon lan ing Mizpa, kang ana ing wilayahe bupati ing sabrange bengawan Efrat.","Berdekatan dengan mereka Melaca, orang Gibeon, dan Yadon, orang Meronot, mengadakan perbaikan beserta orang-orang Gibeon dan Mizpa, yang berada di wilayah kekuasaan bupati daerah sebelah barat sungai Efrat."
42,Nehemia 3,8,"Ing sandhinge iku kang mbangun Uziel bin Harhaya, sawijining kemasan. Ing sandhinge maneh kang mbangun Hananya, tukang lenga jebad, anggone mbangun Yerusalem iku nganti tutug ing balowarti Amba.","Berdekatan dengan mereka Uziel bin Harhaya, salah seorang tukang emas, mengadakan perbaikan, dan berdekatan dengan dia Hananya, seorang juru campur rempah-rempah. Mereka memperkokoh Yerusalem sampai tembok Lebar."
43,Nehemia 3,9,"Ing sandhinge maneh kang mbangun Sang Refaya, bin Hur, kang ngasta pangwasa separoning wewengkon Yerusalem.","Berdekatan dengan mereka Refaya bin Hur, penguasa setengah wilayah Yerusalem yang satu mengadakan perbaikan."
44,Nehemia 3,10,Ing sandhinge maneh kang mbangun Yedaya bin Harumaf ana ing ngarepe omahe dhewe. Lan ing sandhinge maneh kang mbangun Hatus bin Hasabneya.,"Berdekatan dengan dia Yedaya bin Harumaf mengadakan perbaikan, tepat di depan rumahnya, dan berdekatan dengan dia Hatus bin Hasabneya."
45,Nehemia 3,11,"Saduman maneh dibangun dening Malkia, bin Harim lan Hasub bin Pahat-Moab uga menara Prapen.",Malkia bin Harim dan Hasub bin Pahat-Moab memperbaiki bagian yang lain dan menara Perapian.
46,Nehemia 3,12,"Ing sandhinge iku kang mbangun Sang Salum, bin Halohesy, kang ngasta pangwasa ing separoning wewengkon Yerusalem, dalah putra-putrane putri.","Berdekatan dengan mereka Salum bin Halohesh, penguasa setengah wilayah Yerusalem yang lain mengadakan perbaikan bersama-sama anak-anak perempuannya."
47,Nehemia 3,13,"Gapura Lebak kabangun dening Hanun lan wong ing Zanoah. Anggone padha mbangun nganggo dietrapi ineb karo kancingan lan slarak, karo maneh padha ndandani balowarti sewu asta nganti tutug ing gapura Pawuhan.",Pintu gerbang Lebak diperbaiki oleh Hanun dan penduduk Zanoah. Mereka membangunnya kembali dan memasang pintu-pintunya dengan pengancing-pengancing dan palang-palangnya. Pula tembok diperbaiki sepanjang seribu hasta sampai pada pintu gerbang Sampah.
48,Nehemia 3,14,"Gapura Pawuhan iku didandani dening Sang Malkia, bin Rekhab, kang ngasta pangwaos ing wewengkon ing Bet-Kerem. Anggone mbangun nganggo dietrapi ineb, kancingan lan slarak.","Pintu gerbang Sampah diperbaiki oleh Malkia bin Rekhab, penguasa wilayah Bet-Kerem. Ia membangunnya kembali dan memasang pintu-pintunya dengan pengancing-pengancing dan palang-palangnya."
49,Nehemia 3,15,"Gapura Sendhang iku dibangun dening Sang Salum bin Kolhoze, kang ngasta pangwaos ing wewengkon ing Mizpa. Anggone mbangun nganggo dipayoni sarta dietrapi ineb, kancingan lan slarak. Kajaba iku uga ndandani temboke blumbang tadhah banyu ilen-ilen, kang anjog ing sacedhake patamanan kraton, nganti tutug ing undhak-undhakan kang mudhun saka ing kuthane Sang Prabu Dawud.","Pintu gerbang Mata Air diperbaiki oleh Salum bin Kolhoze, penguasa wilayah Mizpa. Pintu gerbang itu dibangunnya kembali, diberinya atap dan dipasangnya pintu-pintunya dengan pengancing-pengancing dan palang-palangnya. Juga diperbaikinya tembok kolam penampung air saluran, dekat taman raja sampai pada tangga-tangga yang menurun dari kota Daud."
50,Nehemia 3,16,"Kajaba iku kang uga mbangun Sang Nehemya, bin Azbuk, kang ngasta pangwaos ing separoning wewengkon ing Bet-Zur, nganti tutug ing pasareane Sang Prabu Dawud lan tutug ing blumbang yasan, sarta ing daleme para prawira.","Di sampingnya Nehemia bin Azbuk, penguasa setengah wilayah Bet-Zur, mengadakan perbaikan sampai di depan pekuburan Daud dan sampai pada kolam buatan dan rumah para pahlawan."
51,Nehemia 3,17,"Kajaba iku kang padha mbangun wong Lewi, yaiku Rehum bin Bani lan ing sandhinge iku kang mbangun Sang Hasabya, kang ngasta pangwaos ing separoning wewengkon ing Kehila, kanggo wewengkone dhewe.","Di sampingnya orang-orang Lewi mengadakan perbaikan, yakni Rehum bin Bani, dan berdekatan dengan dia Hasabya, penguasa setengah wilayah Kehila yang satu, untuk wilayahnya."
52,Nehemia 3,18,"Kajaba iku kang mbangun para sadulure, yaiku Sang Benui, bin Henabad, kang ngasta pangwaos ing wewengkon separone Kehila.","Di sampingnya saudara-saudara mereka, yakni Binui bin Henadad, penguasa setengah wilayah Kehila yang lain, mengadakan perbaikan."
53,Nehemia 3,19,"Ing sandhinge iku kang mbangun saduman maneh Sang Ezer, bin Yesua, kang ngasta pangwaos ing Mizpa, ana ing ngarepe unggah-unggahan menyang ing gedhong praboting perang, ing sacedhake Pojok.","Berdekatan dengan dia Ezer bin Yesua, penguasa Mizpa, memperbaiki bagian yang berikut, di depan pendakian ke gudang senjata, dekat Sudut."
54,Nehemia 3,20,"Kajaba iku kang mbangun saduman maneh Barukh, bin Zabai, wiwit ing Pojok tutug ing kori daleme Imam Agung Elyasib.","Di sampingnya Barukh bin Zabai memperbaiki bagian yang berikut, dari Sudut sampai pada pintu masuk rumah imam besar Elyasib."
55,Nehemia 3,21,"Kajaba iku kang mbangun saduman maneh Meremot, bin Uria bin Hakos, wiwit ing kori daleme Imam Agung Elyasib tutug ing poncoting daleme.","Di sampingnya Meremot bin Uria bin Hakos memperbaiki bagian yang berikut, dari pintu masuk rumah Elyasib sampai pada ujung rumah Elyasib."
56,Nehemia 3,22,"Kajaba iku kang mbangun para imam, wong-wong saka ing Lebak Yarden.","Di sampingnya para imam, orang-orang dari Lembah Yordan, mengadakan perbaikan."
57,Nehemia 3,23,"Sawuse iku wong kang padha mbangun Benyamin lan Hasub ana ing ngarepe omahe. Sawuse iku kang mbangun Azarya, bin Maaseya, bin Ananya sandhing omahe.",Di samping mereka Benyamin dan Hasub mengadakan perbaikan di depan rumah mereka. Di samping mereka Azarya bin Maaseya bin Ananya mengadakan perbaikan di samping rumahnya.
58,Nehemia 3,24,"Sawuse iku kang mbangun saduman maneh Binui, bin Henadad saka omahe Azarya mau tutug ing Pojok lan tumeka ing Poncot.","Di sampingnya Binui bin Henadad memperbaiki bagian yang berikut, dari rumah Azarya sampai Sudut dan sampai Penjuru."
59,Nehemia 3,25,"Palal bin Uzai iku mbangun ana ing ngarepe Pojok lan ing ngareping menara kang dhuwur lan munggul saka kadhatone Sang Prabu, cedhak ing platarane pajagan. Ing sandhinge kang mbangun Pedaya, bin Paros","Palal bin Uzai mengadakan perbaikan di depan Sudut dan di depan menara yang tinggi yang menonjol dari istana raja, dekat pelataran penjagaan. Di sampingnya Pedaya bin Paros mengadakan perbaikan"
60,Nehemia 3,26,"nganti tutug ing ngarepe gapura Banyu, ing sisih wetan, lan ing ngarepe menara kang munggul. Dene para abdi ing Padaleman Suci padha manggon ana ing Ofel.","sampai di depan pintu gerbang Air, di sebelah timur, dan di depan menara yang menonjol. Adapun para budak di bait Allah tinggal di Ofel."
61,Nehemia 3,27,"Kajaba Pedaya kang padha mbangun saduman maneh wong ing Tekoa, wiwit ing ngarepe menara gedhe kang munggul mau nganti tutug ing balowartine Ofel.","Di samping Pedaya orang-orang Tekoa memperbaiki bagian yang berikut, dari depan menara besar yang menonjol itu sampai tembok Ofel."
62,Nehemia 3,28,"Wiwit ing gapura Jaran kang padha mbangun iku para imam, siji-sijine ana ing ngareping omahe dhewe.","Mulai dari pintu gerbang Kuda para imam mengadakan perbaikan, masing-masing di depan rumahnya."
63,Nehemia 3,29,"Sawuse iku kang mbangun Zadhok, bin Imer, ana ing ngareping omahe. Ing sandhinge kang tumindak ing gawe Semaya, bin Sekhanya, kang dadi jaga-gapura Wetan.","Di samping mereka Zadok bin Imer mengadakan perbaikan di depan rumahnya. Di sampingnya Semaya bin Sekhanya, penjaga pintu gerbang Timur."
64,Nehemia 3,30,"Ing sandhinge kang mbangun saduman maneh Hananya bin Selemya lan Hanun anake Zalaf kang kanem. Ing sandhinge kang mbangun Mesulam, bin Berekhya ana ing ngarepe kamare.","Di sampingnya Hananya bin Selemya dan Hanun, anak Zalaf yang keenam, memperbaiki bagian yang berikut. Di samping mereka Mesulam bin Berekhya mengadakan perbaikan di depan biliknya."
65,Nehemia 3,31,"Ing sandhinge iku kang mbangun Malkia, sawijining kemasan, nganti tutug ing omahe para abdi ing Padalemane Gusti Allah lan para sudagar, ing ngarepe gapura Pendhaftaran lan tutug ing kamar panggungan ing pojok.","Di sampingnya Malkia, seorang tukang emas, mengadakan perbaikan sampai pada rumah para budak di bait Allah dan para pedagang, di depan pintu gerbang Pendaftaran dan sampai pada kamar atas di penjuru."
66,Nehemia 3,32,Tumuli ing antarane gedhong panggungan ing pojok mau lan gapura Wedhus Gembel iku kang mbangun para kemasan lan para sudagar.,Lalu antara kamar atas di penjuru dan pintu gerbang Domba para tukang emas dan para pedagang mengadakan perbaikan.
67,Nehemia 4,0,Kawaspadan tumrap wong-wong kang ngalang-alangi pembangunan,Kewaspadaan terhadap orang-orang yang menentang pembangunan
68,Nehemia 4,1,"Bareng Sanbalat oleh pawarta, yen aku padha mbangun balowarti, banjur muntab nepsune sarta banget lara atine apadene memada marang wong Yahudi,","Ketika Sanbalat mendengar, bahwa kami sedang membangun kembali tembok, bangkitlah amarahnya dan ia sangat sakit hati. Ia mengolok-olokkan orang Yahudi"
69,Nehemia 4,2,"lan celathu ana ing ngarepe para sadulure lan bala ing Samaria: “Wong Yahudi kang apes iku padha nggarap apa ta? Apa padha nyantosakake apa ta apa? Apa padha arep ngaturake pisungsung? Apa sadina bakal bisa rampung? Apa watune bakal padha kena diuripake maneh saka ing tumupukan jugrugan, kang wis padha entek kobong iku?”","dan berkata di hadapan saudara-saudaranya dan tentara Samaria: ""Apa gerangan yang dilakukan orang-orang Yahudi yang lemah ini? Apakah mereka memperkokoh sesuatu? Apakah mereka hendak membawa persembahan? Apakah mereka akan selesai dalam sehari? Apakah mereka akan menghidupkan kembali batu-batu dari timbunan puing yang sudah terbakar habis seperti ini?"""
70,Nehemia 4,3,"Tobia, wong Amon kang ana ing sandhinge banjur ngucap: “Sanadyan wus dibangun maneh, saupama ana asu alasan mlumpat lan nyenggol, mesthi njugrugake tembok watu iku.”","Lalu berkatalah Tobia, orang Amon itu, yang ada di dekatnya: ""Sekalipun mereka membangun kembali, kalau seekor anjing hutan meloncat dan menyentuhnya, robohlah tembok batu mereka."""
