,bab,ayat,jawa,indo
19,Ester 1,19,"Manawi ndadosaken keparenging panggalihipun Sang Prabu, mugi ndhawuhna undhang-undhang ing karajan kapacaka wonten ing angger-anggeripun bangsa Persia lan Media, ingkang boten kenging kaceled, inggih punika bilih Sang Prameswari Wasti boten kenging sowan malih wonten ing ngarsanipun Sang Prabu Ahasyweros, saha kalenggahanipun dados Prameswari kaparingna dhateng putri sanesipun, ingkang ngungkuli utaminipun.","Jikalau baik pada pemandangan raja, hendaklah dikeluarkan suatu titah kerajaan dari hadapan baginda dan dituliskan di dalam undang-undang Persia dan Media, sehingga tidak dapat dicabut kembali, bahwa Wasti dilarang menghadap raja Ahasyweros, dan bahwa raja akan mengaruniakan kedudukannya sebagai ratu kepada orang lain yang lebih baik dari padanya."
20,Ester 1,20,"Manawi putusanipun Sang Prabu ingkang makaten punika sampun kepireng ing satlatahipun karajan dalem -- mangka ageng sanget karajan punika -- mesthi sakathahipun para wanita sami badhe ngaosi kakungipun, wiwit ingkang ageng ngantos dumugi ingkang alit.”","Bila keputusan yang diambil raja kedengaran di seluruh kerajaannya--alangkah besarnya kerajaan itu! --,maka semua perempuan akan memberi hormat kepada suami mereka, dari pada orang besar sampai kepada orang kecil."""
21,Ester 1,21,"Atur kang mangkono iku kagalih prayoga dening Sang Prabu sarta dening para panggedhe, dadine Sang Prabu banjur tumindak laras karo ature Sang Memukan mau.","Usul itu dipandang baik oleh raja serta para pembesar, jadi bertindaklah raja sesuai dengan usul Memukan itu."
22,Ester 1,22,"Sang Prabu nuli paring dhawuh kakintunake marang sakehing tlatah wewengkon dalem, saben tlatah nganggo tulisane dhewe, tuwin saben bangsa nganggo basane dhewe, surasane: “Saben wong lanang kudu dadi sesirahing brayate dhewe, sarta calathu miturut basaning bangsane.”","Dikirimkanlah oleh baginda surat-surat ke segenap daerah kerajaan, tiap-tiap daerah menurut tulisannya dan tiap-tiap bangsa menurut bahasanya, bunyinya: ""Setiap laki-laki harus menjadi kepala dalam rumah tangganya dan berbicara menurut bahasa bangsanya."""
23,Ester 2,0,Ester kaangkat dadi Prameswari,Ester diangkat menjadi ratu
24,Ester 2,1,"Sawuse lelakon iku mau, bareng dukane Sang Prabu Ahasyweros wus sirep, panjenengane kengetan marang Sang Putri Wasti, lan apa kang wus ditindakake sarta mungguh tibaning putusan tumrap ing sarirane.","Sesudah peristiwa-peristiwa ini, setelah kepanasan murka raja Ahasyweros surut, terkenanglah baginda kepada Wasti dan yang dilakukannya, dan kepada apa yang diputuskan atasnya."
25,Ester 2,2,"Ing kono para abdi kang ngladosi ana ing ngarsane, padha duwe atur mangkene: “Sang Prabu mugi kapadosna lare-lare estri, prawan ingkang endah ing warni,","Maka sembah para biduanda raja yang bertugas pada baginda: ""Hendaklah orang mencari bagi raja gadis-gadis, yaitu anak-anak dara yang elok rupanya;"
26,Ester 2,3,"Sang Prabu mugi karsaa matah priyantun ing saindenging tlatahipun karaton dalem, supados sami nglempakaken lare-lare ingkang ayu-ayu, kabektaa dhateng beteng kadhaton Susan, kapapana wonten ing kaputren, kapitadosna dhateng Hegai, priyantun kadhaton dalem, ingkang jagi kaputren; para kenya wau sami kaparingana geganda arum,","hendaklah raja menempatkan kuasa-kuasa di segenap daerah kerajaannya, supaya mereka mengumpulkan semua gadis, anak-anak dara yang elok rupanya, di dalam benteng Susan, di balai perempuan, di bawah pengawasan Hegai, sida-sida raja, penjaga para perempuan; hendaklah diberikan wangi-wangian kepada mereka."
27,Ester 2,4,"lan pundi ingkang dados keparengipun Sang Prabu punika kajunjunga dados Prameswari, nggentosi kalenggahanipun Sang Putri Wasti.” Atur pirembag kang kaya mangkono iku kadhahar dening Sang Prabu, tumuli katindakake mangkono uga.","Dan gadis yang terbaik pada pemandangan raja, baiklah dia menjadi ratu ganti Wasti."" Hal itu dipandang baik oleh raja, dan dilakukanlah demikian."
28,Ester 2,5,"Ing nalika samana ing beteng kadhaton Susan ana sawenehing wong Yahudi, jenenge Mordekhai bin Yair bin Simei bin Kisy, wong Benyamin,","Pada waktu itu ada di dalam benteng Susan seorang Yahudi, yang bernama Mordekhai bin Yair bin Simei bin Kish, seorang Benyamin"
29,Ester 2,6,"panunggalane para wong buwangan, kang kaangkatake saka ing Yerusalem bareng karo Sang Prabu Yekhonya, ratu ing Yehuda, nalika panjenengane kaangkatake menyang ing pambuwangan dening Sang Prabu Nebukadnezar, ratu ing Babil.","yang diangkut dari Yerusalem sebagai salah seorang buangan yang turut dengan Yekhonya, raja Yehuda, ketika ia diangkut ke dalam pembuangan oleh raja Nebukadnezar, raja Babel."
30,Ester 2,7,"Mordekhai mau duwe momongan wadon, jenenge Hadasa, yaiku Ester, anake sadulure bapakne, awit wis ora duwe bapa-biyung; bocah iku pawakane endah lan sulistya ing warna. Nalika bapa-biyunge ngajal, banjur kapupu dening Mordekhai iku.","Mordekhai itu pengasuh Hadasa, yakni Ester, anak saudara ayahnya, sebab anak itu tidak beribu bapa lagi; gadis itu elok perawakannya dan cantik parasnya. Ketika ibu bapanya mati, ia diangkat sebagai anak oleh Mordekhai."
31,Ester 2,8,"Bareng dhawuh undhang-undhange Sang Prabu wus sumebar lan wus akeh bicah wadon padha kaklumpukake ana ing beteng kadhaton Susan, kareksa dening Hegai, Ester mau uga melu kapundhut menyang ing kadhaton, kapitayakake marang Hegai, lurahing kaputren.","Setelah titah dan undang-undang raja tersiar dan banyak gadis dikumpulkan di dalam benteng Susan, di bawah pengawasan Hegai, maka Esterpun dibawa masuk ke dalam istana raja, di bawah pengawasan Hegai, penjaga para perempuan."
32,Ester 2,9,"Bocah wadon iku becik banget mungguh ing pamawase lan nuwuhake sih-kamurahane, temah banjur enggal-enggal diwenehi geganda arum tuwin cadhong-cadhonge, lan bocah wadon pilihan pitu saka ing kadhaton, sarta banjur kaelih menyang panggonan kang becik dhewe ing kaputren kinanthenan bocah-bocah wadon mau.","Maka gadis itu sangat baik pada pemandangannya dan menimbulkan kasih sayangnya, sehingga Hegai segera memberikan wangi-wangian dan pelabur kepadanya, dan juga tujuh orang dayang-dayang yang terpilih dari isi istana raja, kemudian memindahkan dia dengan dayang-dayangnya ke bagian yang terbaik di dalam balai perempuan."
33,Ester 2,10,"Ester ora nglairake mungguh bangsa lan asale, amarga dipenging Mordekhai.","Ester tidak memberitahukan kebangsaan dan asal usulnya, karena dilarang oleh Mordekhai."
34,Ester 2,11,Mordekhai saben dina klinteran ana ing sangareping platarane kaputren prelu nyumurupi kaanane Ester lan apa kang bakal tumanduk marang dheweke.,Tiap-tiap hari berjalan-jalanlah Mordekhai di depan pelataran balai perempuan itu untuk mengetahui bagaimana keadaan Ester dan apa yang akan berlaku atasnya.
35,Ester 2,12,"Saben-saben para kenya mau giliran lumebu marak marang ngarsane Sang Prabu Ahasyweros, lan sadurunge karawat dhisik manut tatanan tumrap ing para wanita, suwene rolas sasi; dene sasuwene iku padha migunakake wangen-wangen: nem sasi nganggo lenga mur, sarta nem sasi nganggo lenga kasai lan wangen-wangen liyane kang kanggo para wanita.","Tiap-tiap kali seorang gadis mendapat giliran untuk masuk menghadap raja Ahasyweros, dan sebelumnya ia dirawat menurut peraturan bagi para perempuan selama dua belas bulan, sebab seluruh waktu itu digunakan untuk pemakaian wangi-wangian: enam bulan untuk memakai minyak mur dan enam bulan lagi untuk memakai minyak kasai serta lain-lain wangi-wangian perempuan."
36,Ester 2,13,"Sawuse mangkono kenya mau banjur lumebu marak marang ing ngarsane Sang Prabu, apadene diwenehi apa sapanjaluke, kang banjur digawa lumebu saka ing kaputren menyang ing kadhaton.","Lalu gadis itu masuk menghadap raja, dan segala apa yang dimintanya harus diberikan kepadanya untuk dibawa masuk dari balai perempuan ke dalam istana raja."
37,Ester 2,14,"Lumebune ing wayah sore, dene anggone mundhur ing wayah esuk, nanging kang kapisan iku menyang ing kaputren kang kapindho, kang kareksa dening Saasgas, abdi dalem kang ngreksa kaputrening para garwa ampeyan. Dheweke ora marek maneh marang ing ngarsane Sang Prabu, kajaba manawa dikarsakake dening Sang Nata, sarta ditimbali kalawan kasebutake jenenge.","Pada waktu petang ia masuk dan pada waktu pagi ia kembali, tetapi sekali ini ke dalam balai perempuan yang kedua, di bawah pengawasan Saasgas, sida-sida raja, penjaga para gundik. Ia tidak diperkenankan masuk lagi menghadap raja, kecuali jikalau raja berkenan kepadanya dan ia dipanggil dengan disebutkan namanya."
38,Ester 2,15,"Nalika Ester -- anake Abihail pamane Mordekhai, kang mupu Ester iku -- wus ndungkap gilirane marak marang ing ngarsane Sang Prabu, Ester mau ora njaluk apa-apa, kajaba mung kang diprayogakake Hegai, abdi dalem lurah kaputren. Dene Ester ndadekake reseping atine angger wong kang nyawang.","Ketika Ester--anak Abihail, yakni saudara ayah Mordekhai yang mengangkat Ester sebagai anak--mendapat giliran untuk masuk menghadap raja, maka ia tidak menghendaki sesuatu apapun selain dari pada yang dianjurkan oleh Hegai, sida-sida raja, penjaga para perempuan. Maka Ester dapat menimbulkan kasih sayang pada semua orang yang melihat dia."
39,Ester 2,16,"Mangkono Ester anggone kagawa marang ing ngarsane Sang Prabu Ahasyweros, ana ing kadhaton, pinuju sasi kasepuluh -- iya iku sasi Tebet -- ing taun kang kaping pitune jumenenge Sang Prabu.",Demikianlah Ester dibawa masuk menghadap raja Ahasyweros ke dalam istananya pada bulan yang kesepuluh--yakni bulan Tebet--pada tahun yang ketujuh dalam pemerintahan baginda.
40,Ester 2,17,"Anadene Ester iku dikasihi dening Sang Prabu, kinacek karo sakehing para wanita liyane, sarta oleh sihwilasa tuwin kadarman ana ing ngarsane ngluwihi sarupaning kenya liyane, satemah banjur kaanggonan makuthaning kaprabon, kajunjung dadi prameswari nggenteni Sang Prameswari Wasti.","Maka Ester dikasihi oleh baginda lebih dari pada semua perempuan lain, dan ia beroleh sayang dan kasih baginda lebih dari pada semua anak dara lain, sehingga baginda mengenakan mahkota kerajaan ke atas kepalanya dan mengangkat dia menjadi ratu ganti Wasti."
41,Ester 2,18,"Nuli Sang Prabu mangun bujana kanggo sakehing panggedhene tuwin para punggawane, yaiku bujanane Sang Prameswari Ester, karodene Sang Nata nyuwak pajeg tumrap dhaerah-dhaerah, lan paring ganjaran kayadene salumrahing ratu.","Kemudian diadakanlah oleh baginda suatu perjamuan bagi semua pembesar dan pegawainya, yakni perjamuan karena Ester, dan baginda menitahkan kebebasan pajak bagi daerah-daerah serta mengaruniakan anugerah, sebagaimana layak bagi raja."
42,Ester 2,0,Pak Mordekhai ngonangi sawijining komplotan,Mordekhai mengetahui suatu sekongkolan
43,Ester 2,19,"Sasuwene para kenya kaklumpukake kang kapindhone, Mordekhai lungguh ana ing gapuraning karaton.","Selama anak-anak dara dikumpulkan untuk kedua kalinya, Mordekhai duduk di pintu gerbang istana raja."
44,Ester 2,20,"Anadene Sang Prameswari Ester ora mratelakake mungguh asal lan bangsane, netepi piwelinge Mordekhai, amarga Sang Putri iku tansah nindakake apa sakandhane Pak Mordekhai kayadene nalika isih digulawenthah.","Adapun Ester tidak memberitahukan asal usul dan kebangsaannya seperti diperintahkan kepadanya oleh Mordekhai, sebab Ester tetap berbuat menurut perkataan Mordekhai seperti pada waktu ia masih dalam asuhannya."
45,Ester 2,21,"Ing nalika Pak Mordekhai pinuju linggih ana ing gapuraning karaton, ana abdi dalem loro panunggalane para jagapura, kang jeneng Bigtan lan Teresy kang padha kadunungan karep ala, ngarah arep nyedani Sang Prabu Ahasyweros, amarga serik atine.","Pada waktu itu, ketika Mordekhai duduk di pintu gerbang istana raja, sakit hatilah Bigtan dan Teresh, dua orang sida-sida raja yang termasuk golongan penjaga pintu, lalu berikhtiarlah mereka untuk membunuh raja Ahasyweros."
46,Ester 2,22,"Bareng Pak Mordekhai nyumurupi prakara iku, banjur dilapurake marang Sang Prameswari Ester, sarta panjenengane tumuli ngunjuk uninga marang Sang Prabu kalawan nyebut jenenge Mordekhai.","Tetapi perkara itu dapat diketahui oleh Mordekhai, lalu diberitahukannyalah kepada Ester, sang ratu, dan Ester mempersembahkannya kepada raja atas nama Mordekhai."
47,Ester 2,23,"Prakara mau nalika katiti-priksa, tinemu nyata mangkono. Abdi loro mau padha disulah ana ing cagak. Sabanjure lelakon iku katulis ana ing buku sejarah ana ing ngarsane Sang Prabu.","Perkara itu diperiksa dan ternyata benar, maka kedua orang itu disulakan pada tiang. Dan peristiwa itu dituliskan di dalam kitab sejarah, di hadapan raja."
48,Ester 3,0,Pokal gawene Sang Haman anggone arep numpes wong Yahudi,Muslihat Haman untuk memunahkan orang Yahudi
49,Ester 3,1,"Sawuse lelakon kang kasebut ing dhuwur mau, Sang Prabu Ahasyweros njunjung Sang Haman bin Hamedata, turune Agag, diunggahake pangkate lan kalenggahane katetepake, ngungkuli sakehing para panggedhe kang ana ing ngarsane Sang Nata.","Sesudah peristiwa-peristiwa ini maka Haman bin Hamedata, orang Agag, dikaruniailah kebesaran oleh raja Ahasyweros, dan pangkatnya dinaikkan serta kedudukannya ditetapkan di atas semua pembesar yang ada di hadapan baginda."
50,Ester 3,2,"Lan sakehing para abdine Sang Prabu kang ana ing gapuraning karaton padha tumungkul sujud ana ing ngarsane Sang Haman mau, amarga pancen mangkono iku prentahe Sang Prabu, nanging Mordekhai ora tumungku sujud.","Dan semua pegawai raja yang di pintu gerbang istana raja berlutut dan sujud kepada Haman, sebab demikianlah diperintahkan raja tentang dia, tetapi Mordekhai tidak berlutut dan tidak sujud."
51,Ester 3,3,"Para abdine Sang Prabu kang ana ing gapuraning kraton, banjur padha ngucap marang Mordekhai: “Punapaa dene panjenengan kok nerak dhawuhipun Sang Prabu?”","Maka para pegawai raja yang di pintu gerbang istana raja berkata kepada Mordekhai: ""Mengapa engkau melanggar perintah raja?"""
52,Ester 3,4,"Sarehne Pak Mordekhai bola-bali dikandhani mangkono saben dina, meksa ora ngrewes, mulane wong kabeh mau tumuli padha matur marang Sang Haman, arep weruh apa pratingkahe mangkono iku bisa kalestarekake, awit Mordekhai mau wus tutur, yen dheweke iku wong Yahudi.","Setelah mereka menegor dia berhari-hari dengan tidak didengarkannya juga, maka hal itu diberitahukan merekalah kepada Haman untuk melihat, apakah sikap Mordekhai itu dapat tetap, sebab ia telah menceritakan kepada mereka, bahwa ia orang Yahudi."
53,Ester 3,5,"Bareng Sang Haman mirsa yen Pak Mordekhai ora tumungkul sujud marang panjenengane, banjur banget muring-muringe.","Ketika Haman melihat, bahwa Mordekhai tidak berlutut dan sujud kepadanya, maka sangat panaslah hati Haman,"
54,Ester 3,6,"Nanging Sang Haman nganggep keremehen manawa mung Pak Mordekhai thok kang diarah patine, amarga wus kaaturan uninga, Mordekhai iku bangsa apa. Dadi pangangkahe arep numpes sakehing wong Yahudi, kang tunggal bangsa karo Pak Mordekhai, kang ana ing saindenging karajane Sang Prabu Ahasyweros.","tetapi ia menganggap dirinya terlalu hina untuk membunuh hanya Mordekhai saja, karena orang telah memberitahukan kepadanya kebangsaan Mordekhai itu. Jadi Haman mencari ikhtiar memunahkan semua orang Yahudi, yakni bangsa Mordekhai itu, di seluruh kerajaan Ahasyweros."
55,Ester 3,7,"Ing sasi kapisan, yaiku ing sasi Nisan, ing taun kang kaping rolase jumenenge Sang Prabu Ahasyweros, wong banjur mbuwang pur -- yaiku undhi -- ana ing ngarsane Sang Haman, arep milih dina karo sasi kang katuduhake: yaiku sasi karolas, sasi Adar.","Dalam bulan pertama, yakni bulan Nisan, dalam tahun yang kedua belas zaman raja Ahasyweros, orang membuang pur--yakni undi--di depan Haman, hari demi hari dan bulan demi bulan sampai jatuh pada bulan yang kedua belas, yakni bulan Adar."
56,Ester 3,8,"Sang Haman nuli munjuk marang Sang Prabu Ahasyweros: “Wonten sawenehing bangsa ingkang pating slebar saha kapencil ing satengahipun para bangsa ing saindenging karajanipun gusti kawula, saha ingkang adat-tata-caranipun beda kaliyan adat-tata-caranipun sakathahipun bangsa sanesipun. Pranatanipun Sang Prabu ugi boten dipun estokaken, mila boten prayogi kagem Sang Nata, manawi ngendelaken tiyang-tiyang wau anggenipun tumindak makaten kanthi mardika.","Maka sembah Haman kepada raja Ahasyweros: ""Ada suatu bangsa yang hidup tercerai-berai dan terasing di antara bangsa-bangsa di dalam seluruh daerah kerajaan tuanku, dan hukum mereka berlainan dengan hukum segala bangsa, dan hukum raja tidak dilakukan mereka, sehingga tidak patut bagi raja membiarkan mereka leluasa."
57,Ester 3,9,"Ingkang punika manawi wonten keparenging karsa dalem Sang Prabu, mugi wontena serat dhawuh dalem, ingkang suraosipun, supados bangsa wau katumpesa; wasana kawula badhe nimbang salaka sedasa ewu talenta lan masrahaken dhateng para tiyang ingkang nglampahaken ayahan dalem, supados dipun lebetaken ing gedhong rajabrananipun Sang Prabu.”","Jikalau baik pada pemandangan raja, hendaklah dikeluarkan surat titah untuk membinasakan mereka; maka hamba akan menimbang perak sepuluh ribu talenta dan menyerahkannya kepada tangan para pejabat yang bersangkutan, supaya mereka memasukkannya ke dalam perbendaharaan raja."""
58,Ester 3,10,"Sang Prabu nuli nglolos sesupe cap saka ing racikane, kaparingake marang Sang Haman bin Hamedata, wong Agag, satrune bangsa Yahudi.","Maka raja mencabut cincin meterainya dari jarinya, lalu diserahkannya kepada Haman bin Hamedata, orang Agag, seteru orang Yahudi itu,"
59,Ester 3,11,"Sang Prabu nuli dhawuh marang Sang Haman: “Salaka iku sunpasrahake marang sira, sarta bangsa iku uga sunparingake marang sira, tindakna apa kang sira anggep prayoga.”","kemudian titah raja kepada Haman: ""Perak itu terserah kepadamu, juga bangsa itu untuk kauperlakukan seperti yang kaupandang baik."""
60,Ester 3,12,"Para abdi dalem panitra padha katimbalan, -- iku pinuju sasi kapisan tanggal ping telulas, -- banjur padha nulis kaya sapituduhe Sang Haman, ijoane, prentah marang para wakile Sang Prabu, tuwin saben bupati kang mangku wilayah, apadene saben panggedhening bangsa, yaiku marang saben wilayah nganggo tulisane lan marang saben bangsa manut basane, panulise atas asmane Sang Prabu Ahasyweros lan kaecap mawa sesupe cape Sang Prabu.","Maka dalam bulan yang pertama pada hari yang ketiga belas dipanggillah para panitera raja, lalu, sesuai dengan segala yang diperintahkan Haman, ditulislah surat kepada wakil-wakil raja, kepada setiap bupati yang menguasai daerah dan kepada setiap pembesar bangsa, yakni kepada tiap-tiap daerah menurut tulisannya dan kepada tiap-tiap bangsa menurut bahasanya; surat itu ditulis atas nama raja Ahasyweros dan dimeterai dengan cincin meterai raja."
61,Ester 3,13,"Layange padha kakirimake lumantar pelayangan kilat kasebar marang sakehing wewengkoning karajan, iku padha kadhawuhan numpes lan mateni sarta nyirnakake sakehing wong Yahudi wiwit kang anom tekan kang tuwa, dalah bocah-bocah lan wong wadon, karampungna ing sajroning sadina: iya iku ing tanggal kaping telulas sasi kang kaping rolas -- iya iku sasi Adar -- lan supaya bandha kasugihane karayaha.","Surat-surat itu dikirimkan dengan perantaraan pesuruh-pesuruh cepat ke segala daerah kerajaan, supaya dipunahkan, dibunuh dan dibinasakan semua orang Yahudi dari pada yang muda sampai kepada yang tua, bahkan anak-anak dan perempuan-perempuan, pada satu hari juga, pada tanggal tiga belas bulan yang kedua belas--yakni bulan Adar--,dan supaya dirampas harta milik mereka."
62,Ester 3,14,"Turunane layang iku kadhawuhna ana ing sakehing wilayah lan banjur kagiyarna marang sarupaning para bangsa, supaya padha cecawisa ing dina kang wus katemtokake mau.","Salinan surat itu harus diundangkan di dalam tiap-tiap daerah, lalu diumumkan kepada segala bangsa, supaya mereka bersiap-siap untuk hari itu."
63,Ester 3,15,"Pelayangan kilat iku tumuli padha mangkat, kalawan kesusu, atas dhawuhe Sang Prabu; dene metune dhawuh mau saka ing beteng kadhaton Susan. Nalika samana Sang Prabu lelenggahan, kaadhep dening Sang Haman sinambi ngunjuk-ngunjuk, nanging wong sakutha Susan iku padha geger.","Maka dengan tergesa-gesa berangkatlah pesuruh-pesuruh cepat itu, atas titah raja, dan undang-undang itu dikeluarkan di dalam benteng Susan. Sementara itu raja serta Haman duduk minum-minum, tetapi kota Susan menjadi gempar."
64,Ester 4,0,Pambudidayane Mordekhai anggone arep mitulungi wong Yahudi,Usaha Mordekhai untuk menolong orang Yahudi
