,bab,ayat,jawa,indo
10,Nahum 1,0,Pangandikane Sang Yehuwah marang Yehuda lan marang Niniwe,Firman TUHAN kepada Yehuda dan Niniwe
11,Nahum 1,9,Apa karepmu nglawan marang Sang Yehuwah iku? Panjenengane bakal nyirnakake babar pisan; para mungsuhe ora bakal bisa ngadeg maneh.,Apakah maksudmu menentang TUHAN? Ia akan menghabisi sama sekali; kesengsaraan tidak akan timbul dua kali!
12,Nahum 1,10,"Sabab wong-wong iku bakal sirna kaya eri kang bulet-buletan, bakal kamangsa nganti entek kaya dami kang garing.","Sebab merekapun akan lenyap seperti duri yang berjalin-jalin, dimakan habis seperti jerami kering."
13,Nahum 1,11,"Saka ing sira rak jumedhul wong kang ngrancang-ngrancang piala nglawan marang Sang Yehuwah, sarta kang aweh pitutur kadursilan, ta?","Bukankah dari padamu muncul orang yang merancang kejahatan terhadap TUHAN, orang yang memberi nasihat dursila?"
14,Nahum 1,12,"Mangkene pangandikane Pangeran Yehuwah: “Sanadyan wong-wong iku wutuh lan akeh banget cacahe, ewasamono bakal padha sirna kababatan lan mati. Sanadyan Ingsun wus ngesorake sira, nanging sira ora bakal Sunesorake maneh.","Beginilah firman TUHAN: ""Sekalipun mereka utuh dan begitu banyak jumlahnya, tetapi mereka akan hilang terbabat dan mati binasa; sekalipun Aku telah merendahkan engkau, tetapi Aku tidak akan merendahkan engkau lagi."
15,Nahum 1,13,"Saiki Ingsun bakal mutung pasangane kang ngebot-eboti sira, lan Ingsun bakal medhoti blenggu-blenggu kang mbanda sira.”","Sekarang, Aku akan mematahkan gandarnya yang memberati engkau, dan akan memutuskan belenggu-belenggu yang mengikat engkau."""
16,Nahum 1,14,"Tumrap kowe, Pangeran Yehuwah ngandika mangkene: “Ora ana turun kang bakal nganggo jenengira maneh; sakehe recanira ukiran lan cor-coran bakal padha Sunsirnakake saka ing papane allahira. Ingsun bakal nyawisake kuburanira, awit sira iku asor.”","Terhadap engkau, inilah perintah TUHAN: ""Tidak akan ada lagi keturunan dengan namamu. Dari rumah allahmu Aku akan melenyapkan patung pahatan dan patung tuangan; kuburmu akan Kusediakan, sebab engkau hina."""
17,Nahum 1,15,"Delengen! Ing gunung-gunung ana wong kang lumaku lan nggawa pawarta, kang martakake kabar tentrem-rahayu. He Yehuda, dinamu gedhe riyayakna, punagimu tetepana! Amarga wong dursila ora bakal teka lan nempuh marang kowe maneh; awit wus katumpes babar pisan!","Lihatlah! Di atas gunung-gunung berjalan orang yang membawa berita, yang mengabarkan berita damai sejahtera. Rayakanlah hari rayamu, hai Yehuda, bayarlah nazarmu! Sebab tidak akan datang lagi orang dursila menyerang engkau; ia telah dilenyapkan sama sekali!"
18,Nahum 2,1,"Lah ana juru pangrusak kang nekani kowe, nganakna pajagan ana ing beteng ngungaka ing dalan, lambungira sabukana kang kenceng, nglumpukna sakehe kekuwatan!","Pembongkar maju terhadap engkau; adakan penjagaan di benteng, mengintailah di jalan, ikatlah pinggangmu teguh-teguh, kumpulkanlah segala kekuatan!"
19,Nahum 2,2,"Lah Sang Yehuwah mbangun maneh kaluhurane Rama Yakub, kaya kaluhurane Rama Israel, amarga wus karusak dening juru pangrusak epange wus padha kasempalan.","Sungguh, TUHAN memulihkan kebanggaan Yakub, seperti kebanggaan Israel; sebab perusak telah merusakkannya dan telah membinasakan carang-carangnya."
20,Nahum 2,0,Mungsuh ngrusak Niniwe,Musuh merusakkan Niniwe
21,Nahum 2,3,"Tamenge para pahlawane warnane abang, para prajurite padha manganggo abang jingga, kretane abyor mengangah kaya geni suluh ing dina anggone karakit; sarta jaran-jaran padha katon goreh.","Perisai para pahlawannya berwarna merah, prajuritnya berpakaian kirmizi; kereta berkilat-kilat seperti api suluh pada hari ia melengkapinya, dan kuda-kuda penuh gelisah."
22,Nahum 2,4,"Kretane mbalap ana ing dalan, ana ing papan tenggar susul-sumusul, katone kaya obor, playune kaya kilat.","Kereta melaju galak di jalan, kejar-mengejar di lapangan; kelihatannya seperti suluh, berpacu seperti kilat."
23,Nahum 2,5,"Wadya-bala kang pinunjul diangkatake, nanging padha tiba kejengklok nalika lagi maju, padha mlayoni baluwartining kutha kalawan kesusu, dene piranti kanggo njebol wus kaedegake.","Pasukan-pasukan istimewa dikerahkan, mereka tersandung jatuh di waktu berjalan maju; mereka lari terburu-buru ke arah tembok kota, sedang alat pendobrak sudah ditegakkan."
24,Nahum 2,6,"Gapura-gapuraning kali-kali wus padha kabukak, sarta kedhatone banjur geger.","Pintu-pintu di sungai-sungai telah dibuka, dan istana menjadi gempar."
25,Nahum 2,7,"Sang Prameswari digawa metu lan dilukari, lan para abdine wadon padha nggluruh kaya pambekuring manuk dara, klawan tebah-tebah dhadha.","Permaisuri dibawa ke luar dan ditelanjangi dan dayang-dayangnya mengerang, mengaduh seperti suara merpati sambil memukul-mukul dada."
26,Nahum 2,8,"Niniwe dhewe iku prasasat kaya blumbang kang banyune mili metu. Ana wong kang nguwuh-uwuh: “Mandhega, mandhega!” nanging ora ana kang noleh.","Niniwe sendiri seperti kolam air yang airnya mengalir ke luar. ""Berhenti! Berhenti!"" teriak orang, tetapi tidak ada yang berpaling."
27,Nahum 2,9,"Padha ngrayaha salaka, ngrayaha mas, awit tanpa wilangan simpenane raja-brana, prabot-prabot kang endah kehe ora karuwan.","Jarahlah perak, jarahlah emas! Sebab tidak berkesudahan persediaan harta benda, kelimpahan segala barang yang indah-indah!"
28,Nahum 2,10,"Wus ludhes, pandhes, nandhes! Ati nglentrih, dhengkul oklak-aklik, lambunge gumeter kabeh, raine wong kabeh padha pucet tanpa guwaya.","Ketandusan, penandusan dan penindasan! Hati menjadi tawar dan lutut goyah! Segenap pinggang gemetar, dan muka sekalian orang menjadi pucat pasi."
29,Nahum 2,11,"Ana ing ngendi ta pandhelikane singa lan guwane singa-singa nom, panggonane singa klinteran, papaning anak singa, kang ora kaganggu-gawe dening wong?","Di mana gerangan persembunyian singa dan gua singa-singa muda, tempat singa pulang pergi, tempat anak singa, di mana tidak ada yang mengganggunya?"
30,Nahum 2,12,"Singa iku lumrahe ndedekep kanggo nyukupi pangane anak-anake, lan nekak memangsan kanggo sing wadon, sarta ngebaki guwane kalawan pangan lan pandhelikane kalawan dedekepane.","Biasanya singa itu menerkam supaya cukup makan anak-anaknya, mencekik mangsa bagi betina-betinanya, dan memenuhi liangnya dengan mangsa dan persembunyiannya dengan terkaman."
31,Nahum 2,13,"Pangandikane Pangeran Yehuwah, Gustining sarwa tumitah: “Lah! Ingsun bakal nglawan marang sira, nuli sakehe kretanira bakal Sunobong nganti dadi kukus, lan singanira nom bakal padha kamangsa ing pedhang nganti entek; sarta memangsanira bakal Sunsirnakake saka ing bumi, swarane para kongkonanira bakal ora keprungu maneh.”","Lihat, Aku akan menjadi lawanmu, demikianlah firman TUHAN semesta alam, Aku akan membakar keretamu menjadi asap, dan pedang akan memakan habis singa mudamu; Aku akan melenyapkan mangsamu dari atas bumi, dan suara utusan-utusanmu tidak akan terdengar lagi."
